age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,zero_payout_claim,log_claim_payout,high_payout_flag,extreme_payout_flag,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,over_value_claim_flag,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,veh_size_nan,vehicle_to_income_ratio,overpriced_vehicle_flag,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,expensive_vehicle_flag,young_expensive_vehicle,channel_broker,channel_online,broker_no_report,unsafe_full_liability,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_month_end_claim,is_year_end_claim,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,fraud
41,1.0,74,124143,1,1,0,1,5,0,0.0,1,15000.0,27599.07747,0,0,0,26,0,0,1,11.729197461133731,0,0,0,0.0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,10.22557385858536,0.5434964272179531,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.12082839950604683,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,3227718,10,2016,4,12,0,0,2,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.14148148148148149,0,3,1,0.0
36,0.0,53,80823,1,0,5,0,18,1,4884.24,2,82861.97617295574,14022.83671,0,0,0,47,1,0,0,11.300029230107569,1,1,0,1.791759469228055,1,0,1,0,0,0,0,0,8.493973693259809,1,0,0,0,1,11.324943633076575,9.548513782922331,5.909073740262262,0.9,74575.77855566016,0.06549365081437426,0,0.05894428573301587,0,0,0,0,0,0,0,0,1.0252276724686107,1,0.06043131286811389,0,0,0,1,0,0,1,0,0,0,0,0,3798681,9,2016,3,4,1,0,6,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0.1627961736571008,0,6,2,0.0
30,1.0,90,115719,1,0,0,0,98,0,6117.21,1,85153.04123494502,26781.51755,0,0,0,10,0,0,1,11.658928759090072,0,0,0,0.0,1,0,1,0,0,1,1,0,8.719024849064553,1,0,0,0,1,11.352217145151894,10.195504623415133,3.1795450378339547,1.0,85153.04123494502,0.07183783351965341,0,0.07183783351965341,0,0,0,1,1,1,0,0,0.7358605002999435,0,0.052862624114857,0,0,1,0,1,0,1,0,1,0,1,0,1157190,6,2015,2,7,1,0,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,1,1,0.16132387706855794,0,6,2,0.0
48,1.0,61,74054,1,1,13,0,23,0,0.0,1,15000.0,12805.47608,0,0,0,39,1,0,0,11.212563339361074,1,1,0,2.6390573296152584,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,9.457706265711323,1.171373864206119,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.20255489237309865,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,2888106,4,2016,2,1,0,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.17313580246913582,0,7,2,0.0
34,1.0,81,35315,1,1,0,0,50,0,9739.93,1,15000.0,15753.77656,0,0,0,19,0,1,0,10.472091398021472,0,0,0,0.0,1,0,1,0,0,0,1,0,9.184091874624613,1,1,1,0,0,9.61587214452889,9.664898871926415,0.9521526436482508,1.0,15000.0,0.6493286666233781,0,0.6493286666233781,1,0,0,1,1,0,0,0,0.4247486903461773,0,0.27580150077089616,0,1,1,0,0,0,0,0,1,0,1,0,670985,7,2015,3,17,0,0,4,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1924040404040404,1,9,2,1.0
28,1.0,79,41775,0,1,0,1,0,0,1021.32,1,38198.05141537171,38453.49683,0,0,0,21,0,1,0,10.64007729093891,0,0,0,0.0,0,0,0,0,1,1,1,0,6.929829833300448,0,0,0,0,1,10.550565962228013,10.55723092076116,0.9933570302656491,1.0,38198.05141537171,0.026737489534931137,0,0.026737489534931137,0,0,0,1,0,0,0,0,0.9143758567195053,0,0.0244481149006715,0,0,0,0,0,0,0,0,0,1,0,0,877275,3,2016,1,18,0,0,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,0,0,0.1619287211740042,0,4,1,0.0
50,1.0,55,107165,1,0,10,0,42,0,0.0,1,15000.0,14530.93292,0,0,0,45,1,0,1,11.582134313132538,1,1,0,2.3978952727983707,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,9.58410377731062,1.03228058938474,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.13997107264368058,0,0.0,0,0,1,1,1,0,0,0,0,1,0,0,4822425,8,2015,3,24,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.14309178743961354,0,6,2,0.0
62,1.0,78,106871,1,1,14,0,70,1,0.0,11,40782.33017809423,39803.2991,0,0,0,22,0,0,1,11.579387135669649,1,1,0,2.70805020110221,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,10.61602870283681,10.591730203026989,1.0245967319093314,0.05,2039.1165089047115,0.0,0,0.0,0,1,0,0,0,1,0,0,0.3816033365245261,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2351162,7,2015,3,29,0,0,2,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,1,0,0,1,0,0.12419287211740043,0,4,1,0.0
33,1.0,84,96574,1,1,1,1,84,1,0.0,10,15000.0,4697.453725,0,0,0,16,0,0,0,11.478075187534483,1,0,0,0.6931471805599453,0,0,0,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,8.454988738886676,3.1932193215605924,0.09999999999999998,1499.9999999999998,0.0,0,0.0,0,1,0,0,0,0,1,0,0.15532130801090024,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1545184,7,2015,3,7,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.15796296296296297,0,3,1,0.0
36,1.0,75,98712,1,1,0,1,51,1,3819.06,1,15000.0,11629.61601,0,0,0,25,0,0,0,11.499971929007646,0,0,0,0.0,0,0,0,0,0,0,0,0,8.248021408283552,1,0,0,0,1,9.61587214452889,9.361396211435872,1.289810427602432,1.0,15000.0,0.2546039999830264,0,0.2546039999830264,0,0,0,1,1,1,0,0,0.15195720884844846,0,0.03868891320165037,0,0,0,0,0,0,0,0,0,0,0,0,2467800,10,2016,4,30,1,0,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0.16132387706855794,0,2,0,0.0
35,1.0,70,31889,0,1,13,0,83,1,2170.39,1,15000.0,15253.28713,0,0,0,30,0,1,0,10.370047760004104,1,1,0,2.6390573296152584,1,0,1,0,0,0,0,0,7.683122794463393,0,0,0,1,0,9.61587214452889,9.632615865806502,0.983394587092953,1.0,15000.0,0.14469266665702046,0,0.14469266665702046,0,0,0,1,0,0,1,0,0.4703816362861682,0,0.06806077330527577,0,0,0,1,0,0,0,0,1,0,0,0,956670,5,2016,2,17,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.19555555555555557,1,6,2,1.0
36,1.0,57,113611,1,1,0,0,76,0,0.0,6,34864.30863793406,31028.567860000003,0,0,0,43,1,0,1,11.640544413493148,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,10.459247591987479,10.34269583082273,1.123619652512394,0.5,17432.15431896703,0.0,0,0.0,0,1,0,0,0,0,0,0,0.30687441037951596,0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,4885273,9,2015,3,4,0,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0.1570856102003643,0,6,2,0.0
30,0.0,75,66622,1,0,7,0,68,0,0.0,1,15000.0,17860.42406,0,0,0,25,0,0,0,11.106805142255848,1,1,0,2.0794415416798357,1,0,1,0,0,0,1,1,0.0,0,0,0,1,0,9.61587214452889,9.79039858585432,0.8398456805263644,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.22515085106683755,0,0.0,0,0,1,1,0,0,0,0,1,0,1,0,1665550,8,2015,3,11,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.16051001821493624,0,6,2,0.0
33,1.0,80,67395,0,0,11,1,73,1,11865.31,1,47277.09746316764,39827.56751,0,0,0,20,0,0,0,11.118340947958275,1,1,0,2.4849066497880004,0,0,0,0,0,0,0,0,9.381458571540541,1,1,1,0,0,10.76380241148962,10.592339710427249,1.187044562792095,1.0,47277.09746316764,0.25097374069956346,0,0.25097374069956346,0,0,0,1,1,0,1,0,0.7014926546845635,0,0.17605623562317596,0,0,0,0,1,0,1,0,1,0,0,0,1347900,2,2015,1,16,0,1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.13712962962962963,0,3,1,0.0
42,1.0,83,57861,1,1,12,0,29,0,0.0,1,61730.458513851656,7121.4844760000005,0,0,0,17,0,0,0,10.965816144126991,1,1,0,2.5649493574615367,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,11.030548942418909,8.871011886797909,8.668200950689462,1.0,61730.458513851656,0.0,0,0.0,0,0,0,1,0,1,0,0,1.0668750715125004,1,0.0,0,0,1,1,0,0,1,0,1,0,1,0,983637,11,2015,4,24,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.12444444444444445,0,8,2,0.0
51,1.0,91,91078,0,1,11,1,6,0,2841.73,1,15000.0,28941.60199,0,0,0,9,0,0,0,11.419482540758597,1,1,0,2.4849066497880004,0,0,0,0,0,0,1,0,7.952520137039049,0,0,1,0,0,9.61587214452889,10.273069905957238,0.518285062612103,1.0,15000.0,0.18944866665403676,0,0.18944866665403676,0,0,0,1,0,0,0,0,0.16469399854888456,0,0.031201058433088114,0,0,0,0,1,1,0,0,1,0,1,0,819702,12,2015,4,22,0,0,1,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.11967676767676769,0,7,2,0.0
50,1.0,89,76481,1,0,0,0,50,0,8471.65,1,15000.0,24848.88306,0,0,0,11,0,0,0,11.244810698010976,0,0,0,0.0,1,0,1,0,0,0,1,0,9.04459860766205,1,1,1,0,0,9.61587214452889,10.120608325678692,0.6036488627346919,1.0,15000.0,0.5647766666290148,0,0.5647766666290148,1,0,0,1,1,1,0,0,0.1961271426864695,0,0.11076803388932195,0,0,1,0,0,0,0,0,0,1,0,0,841291,12,2015,4,20,1,0,6,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,1,1,0,1,0.10303464755077658,0,6,2,0.0
53,0.0,82,96625,0,1,9,0,50,1,2020.56,1,83227.75253813401,10629.32724,0,0,0,18,0,0,0,11.478603135124656,1,1,0,2.302585092994046,1,0,1,0,0,0,0,0,7.611624769570358,0,0,0,1,0,11.329348150500147,9.271466255434124,7.830011312202671,1.0,83227.75253813401,0.02427747882594721,0,0.02427747882594721,0,0,0,1,0,0,0,0,0.8613480210843225,0,0.020911358343897426,0,0,0,1,1,1,1,0,1,0,0,0,1739250,12,2016,4,9,0,0,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.15986831275720165,0,5,1,1.0
46,0.0,76,66837,0,0,7,0,3,1,3542.38,1,46632.04553145029,19771.42346,0,0,0,24,0,0,0,11.110027060059378,1,1,0,2.0794415416798357,1,0,1,0,0,0,0,0,8.17283635285397,1,0,1,0,0,10.750064700374931,9.89204349135308,2.3585578258153257,1.0,46632.04553145029,0.07596449950999748,0,0.07596449950999748,0,0,0,1,1,0,0,0,0.6976980644067298,0,0.05300028427288778,0,0,0,1,0,0,1,0,0,0,0,0,1604088,4,2015,2,24,0,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.21853249475890987,1,5,1,0.0
45,1.0,58,88362,1,1,15,0,98,1,329.76,20,36004.92101588032,26408.03083,0,0,0,42,1,0,0,11.389208608972183,1,1,1,2.772588722239781,1,0,1,0,0,1,0,0,5.801393036853966,0,0,0,1,0,10.491438676577443,10.181461307533386,1.3634080195640588,0.05,1800.246050794016,0.18317496081792886,0,0.009158748045729566,0,1,0,0,0,0,0,0,0.40747064366439023,0,0.0037319209614570525,0,0,0,1,0,0,0,0,0,0,0,0,3711204,5,2015,2,27,0,0,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0.12357815442561206,0,6,2,0.0
43,0.0,79,91795,1,1,4,0,66,1,0.0,1,15000.0,33065.54562,0,0,0,21,0,0,0,11.427324002674503,1,0,0,1.6094379124341003,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,10.40627734391267,0.45364441197889893,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.1634075930043749,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1927695,9,2016,3,29,0,0,3,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0.07164444444444444,0,3,1,0.0
40,1.0,71,107663,1,0,4,1,91,0,4403.62,1,15000.0,32789.46982,0,0,0,29,0,0,1,11.586770545428099,1,0,0,1.6094379124341003,0,0,0,0,0,1,1,0,8.390409269041925,1,0,0,1,0,9.61587214452889,10.397893197884873,0.4574639383279463,1.0,15000.0,0.29357466664709503,0,0.29357466664709503,0,0,0,1,1,0,1,0,0.13932363021521485,0,0.04090188829922163,0,0,0,0,0,0,0,0,1,0,1,0,3122227,8,2016,3,27,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0.15671957671957673,0,5,1,0.0
21,1.0,74,62641,1,1,0,1,50,1,2142.04,1,15000.0,23159.7397,0,1,0,26,0,0,0,11.045191258635185,0,0,0,0.0,0,0,0,0,0,0,0,0,7.669980660721685,0,0,0,1,0,9.61587214452889,10.050213869864294,0.647675673114423,1.0,15000.0,0.14280266665714647,0,0.14280266665714647,0,0,0,1,0,0,0,0,0.23945977873534172,0,0.03419549496281676,0,0,0,0,1,0,0,0,0,1,0,0,1628666,8,2016,3,15,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.14627160493827163,0,1,0,0.0
47,1.0,86,97772,1,0,1,1,94,1,4230.6,1,15000.0,27403.2742,0,0,0,14,0,0,0,11.49040374428794,1,0,0,0.6931471805599453,0,0,0,0,0,1,0,0,8.35033545111262,1,0,0,0,1,9.61587214452889,10.218454272911295,0.5473798455606673,1.0,15000.0,0.28203999998119733,0,0.28203999998119733,0,0,0,1,1,0,0,0,0.15341815652586205,0,0.043270056866554135,0,0,0,0,1,0,0,0,0,0,0,0,1368808,2,2016,1,8,0,1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.10414141414141415,0,2,0,0.0
48,1.0,85,101017,0,1,1,0,60,0,4416.14,1,39863.05909883299,4123.605432,0,0,0,15,0,0,0,11.523053997766269,1,0,0,0.6931471805599453,1,0,1,0,0,0,1,0,8.393247706815306,1,0,0,0,1,10.593230422471505,8.324725641345271,9.667040105200334,1.0,39863.05909883299,0.1107827672969158,0,0.1107827672969158,0,0,0,1,1,0,0,0,0.3946173327107158,0,0.043716800142117505,0,0,1,1,0,0,0,0,1,0,1,0,1515255,12,2016,4,17,1,0,5,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,1,0,1,0.15344173441734418,0,7,2,0.0
50,1.0,93,54380,1,0,0,0,51,1,0.0,5,27717.31370992311,33619.05035,0,0,0,7,0,0,0,10.90377010713103,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,1,0,10.229848618478082,10.422877904581949,0.8244526070944969,0.6,16630.388225953866,0.0,0,0.0,0,1,0,0,0,1,0,0,0.5096968317288233,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,380660,6,2016,2,9,0,0,3,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.1265811965811966,0,1,0,0.0
33,0.0,85,48910,1,0,0,0,93,1,0.0,1,24812.59209325674,18112.98126,0,0,0,15,0,1,0,10.797757599041015,0,0,0,0.0,1,0,1,0,0,1,0,1,0.0,0,0,1,0,0,10.11914685029499,9.804439364375455,1.369878968885261,1.0,24812.59209325674,0.0,0,0.0,0,0,0,1,0,0,1,0,0.5073112265947541,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,733650,8,2015,3,12,0,0,2,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.19237311385459535,1,5,1,0.0
60,1.0,67,60267,1,1,0,0,100,0,0.0,1,15000.0,31978.81416,0,0,0,33,0,0,0,11.00655656192118,0,0,0,0.0,1,0,1,1,0,1,1,1,0.0,0,0,0,0,1,9.61587214452889,10.372860175239103,0.46906054503713773,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.24889242868818934,0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1988811,12,2015,4,18,0,0,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.22002496878901373,1,7,2,0.0
54,1.0,85,76363,0,0,0,0,39,0,0.0,8,43589.74065635,12535.9229,0,0,0,15,0,0,0,11.24326665991455,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,0,1,0,10.682600036516165,9.436433401300514,3.47718640267585,0.29999999999999993,13076.922196904996,0.0,0,0.0,0,1,0,0,0,0,0,0,0.5708227892536853,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1145445,12,2016,4,8,0,0,3,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.1174928774928775,0,3,1,0.0
30,0.0,71,36533,1,1,0,0,12,1,1299.48,1,88376.15628017487,25089.90954,0,0,0,29,0,1,0,10.50599861283663,0,0,0,0.0,1,0,1,0,0,0,0,0,7.170488706069953,0,0,0,0,1,11.389368802111118,10.130260889799468,3.522378434077546,1.0,88376.15628017487,0.014703966032032605,0,0.014703966032032605,0,0,0,1,0,1,0,0,2.419077444440801,1,0.03557003257231626,1,0,0,0,1,0,1,0,1,0,0,0,1059457,9,2016,3,20,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0.13072796934865902,0,4,1,1.0
34,1.0,85,71185,1,0,8,0,39,1,2739.11,1,15000.0,15172.098219999998,0,0,0,15,0,0,0,11.173051448852526,1,1,0,2.1972245773362196,1,0,1,0,0,0,0,0,7.915753344561689,0,0,0,0,1,9.61587214452889,9.627279284845091,0.9886569267814392,1.0,15000.0,0.18260733332115953,0,0.18260733332115953,0,0,0,1,0,0,0,0,0.2107185502534141,0,0.03847875254564194,0,0,0,1,1,0,0,0,1,0,0,0,1067775,8,2015,3,21,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.09950617283950618,0,3,1,0.0
46,0.0,64,41920,1,0,9,0,98,1,1826.19,1,57584.78963816133,25548.69374,0,0,0,36,0,1,0,10.64354217367223,1,1,0,2.302585092994046,1,0,1,0,0,1,0,0,7.510534546592074,0,0,1,0,0,10.96103110857583,10.14838060886725,2.25392304678773,1.0,57584.78963816133,0.03171306192908403,0,0.03171306192908403,0,0,0,1,0,0,0,0,1.3736829588928352,1,0.04356369274705239,1,0,0,1,0,0,1,0,1,0,0,0,1509120,12,2016,4,21,0,0,2,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.12215749730312837,0,7,2,0.0
37,1.0,70,36481,1,0,7,0,27,0,0.0,3,49962.72738987772,14024.44799,0,0,0,30,0,1,0,10.50457426724686,1,1,0,2.0794415416798357,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,10.819052568940055,9.548628672126744,3.562545022944263,0.8,39970.18191190218,0.0,0,0.0,0,0,0,0,0,0,1,0,1.3695547651793583,1,0.0,1,0,1,1,1,0,1,0,0,1,0,0,1094430,3,2016,1,28,0,1,0,0.0,1.0,1.0,6.123233995736766e-17,1,0,0,0,0,0.2177777777777778,1,8,2,0.0
51,1.0,63,36381,1,0,0,0,66,1,1145.74,4,15000.0,18920.31948,0,0,0,37,0,1,0,10.501829425822162,0,0,0,0.0,1,0,1,0,0,0,0,0,7.044678413142769,0,0,1,0,0,9.61587214452889,9.848044580131868,0.7927984522176368,0.7,10500.0,0.10911809522770304,0,0.07638266666157449,0,0,0,0,0,0,1,0,0.41230312524635654,0,0.031492812181317366,0,0,0,0,1,0,0,0,1,0,0,0,1346097,3,2015,1,8,1,0,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,0,0,0,1,0.10532494758909854,0,4,1,0.0
47,0.0,54,118913,1,0,0,1,50,0,0.0,4,45686.6691549788,10959.47867,0,0,0,46,1,0,1,11.686155821752402,0,0,0,0.0,0,0,0,0,0,0,1,1,0.0,0,0,0,1,0,10.729583718919837,9.302051233818386,4.168690001274496,0.7,31980.66840848516,0.0,0,0.0,0,0,0,0,0,1,0,0,0.3842024770596537,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,5469998,5,2015,2,19,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.19966457023060796,1,3,1,0.0
31,0.0,62,85866,1,0,0,1,51,0,0.0,2,15000.0,16534.16258,0,0,0,38,0,0,0,11.360554866524268,0,0,0,0.0,0,0,0,0,0,0,1,1,0.0,0,0,0,1,0,9.61587214452889,9.71324445784412,0.907212562264087,0.9,13500.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0.17469079728676437,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,3262908,6,2015,2,30,0,0,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,1,0,0,1,0,0.296980056980057,1,3,1,0.0
35,1.0,46,32267,1,1,0,0,8,1,0.0,1,15000.0,17331.94786,0,0,0,54,1,1,0,10.381831306056865,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,9.760364469802013,0.8654537920548848,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.46487123065469765,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1742418,9,2016,3,28,0,0,2,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0.1774485596707819,0,5,1,0.0
38,1.0,77,82516,1,1,0,1,41,1,8691.63,3,15000.0,19165.48929,0,0,0,23,0,0,0,11.320759611701263,0,0,0,0.0,0,0,0,0,0,0,0,0,9.070230819191526,1,1,0,1,0,9.61587214452889,9.860918683639728,0.7826567729238152,0.8,12000.0,0.7243024999396414,0,0.5794419999613705,1,0,0,0,0,0,0,0,0.1817829269452981,0,0.10533266275503742,0,0,0,0,0,0,0,0,1,0,0,0,1897868,7,2015,3,1,0,0,2,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.21254571026722924,1,3,1,0.0
63,1.0,75,107339,1,0,10,1,7,1,0.0,14,26319.04900388712,26298.80396,0,0,0,25,0,0,1,11.58375664573082,1,1,0,2.3978952727983707,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,10.178086247287334,10.17731676414568,1.0007698085022096,0.05,1315.952450194356,0.0,0,0.0,0,1,0,0,0,1,0,0,0.24519558598125496,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2683475,1,2015,1,14,0,0,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.1270320987654321,0,2,0,0.0
47,1.0,84,113491,0,0,6,0,9,0,955.8,1,18224.214475526685,45186.83905,0,0,0,16,0,0,1,11.639487628837943,1,1,0,1.9459101490553132,1,0,1,0,0,0,1,0,6.863594383196367,0,0,0,1,0,9.810561325012095,10.718583282054162,0.40330801751717965,1.0,18224.214475526685,0.05244670497217303,0,0.05244670497217303,0,0,0,1,0,0,0,0,0.1605784993996538,0,0.00842181318335003,0,0,1,1,1,0,0,0,1,0,1,0,1815856,6,2016,2,16,0,0,3,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.21518925518925516,1,7,2,1.0
37,1.0,73,35071,0,0,8,1,2,1,0.0,1,15000.0,17816.91645,0,0,0,27,0,1,0,10.465158370307687,1,1,0,2.1972245773362196,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,9.787959772191135,0.8418965224006595,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.42770380084891496,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,946917,5,2015,2,11,0,1,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.08329749103942652,0,3,1,0.0
41,0.0,66,36243,1,1,0,0,84,1,1766.22,3,47841.54439391759,7760.816827,0,0,0,34,0,1,0,10.498029129341951,0,0,0,0.0,1,0,1,0,0,0,0,0,7.477162969380029,0,0,0,0,1,10.775670572701804,8.956971712964492,6.1644985900597,0.8,38273.235515134074,0.04614765321461914,0,0.036918122571888236,0,0,0,0,0,1,0,0,1.3200216425957445,1,0.048732720799913566,1,0,0,0,0,0,1,0,1,0,0,0,1232262,2,2016,1,23,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.1788966588966589,0,4,1,0.0
48,1.0,69,38959,0,0,0,0,47,1,0.0,1,24560.60583950665,34056.64112,0,0,0,31,0,1,0,10.57029075775647,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,10.10893976446835,10.43580969521234,0.7211693529096178,1.0,24560.60583950665,0.0,0,0.0,0,0,0,1,0,0,1,0,0.6304218752759626,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1207729,6,2015,2,6,1,0,5,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,1,1,0.13615176151761518,0,4,1,0.0
53,0.0,63,91538,1,1,0,0,79,1,508.33,17,15000.0,28176.30651,0,0,0,37,0,0,0,11.424520389961815,0,0,0,0.0,1,0,1,0,0,0,0,0,6.233096136534323,0,0,0,1,0,9.61587214452889,10.246272199266288,0.5323621814713017,0.05,750.0,0.6777733324296356,0,0.03388866666440742,0,1,0,0,0,0,0,0,0.16386637243370114,0,0.005553212873281553,0,0,0,0,0,0,0,0,0,1,0,0,3386906,1,2015,1,2,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.1357372466806429,0,2,0,0.0
