age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,zero_payout_claim,log_claim_payout,high_payout_flag,extreme_payout_flag,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,over_value_claim_flag,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,veh_size_nan,vehicle_to_income_ratio,overpriced_vehicle_flag,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,expensive_vehicle_flag,young_expensive_vehicle,channel_broker,channel_online,broker_no_report,unsafe_full_liability,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_month_end_claim,is_year_end_claim,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,payout_to_income_ratio_clipped,payout_to_price_ratio_clipped,payout_to_residual_ratio_clipped,residual_to_income_ratio,claim_to_weight_ratio,claim_to_weight_ratio_clipped,payout_per_safety,vehicle_price_per_driver_age,serial_no_report,serial_no_witness,repeat_claim_full_liability,no_witness_no_report_full_liability,payout_to_income_ratio_clipped_top5_flag,payout_to_income_ratio_clipped_top1_flag,payout_to_price_ratio_clipped_top5_flag,payout_to_price_ratio_clipped_top1_flag,payout_to_residual_ratio_clipped_top5_flag,payout_to_residual_ratio_clipped_top1_flag,high_income_ratio_and_no_report,high_residual_ratio_and_repeat,composite_x_income_ratio,income_bin,claim_bin,income_claim_bin_gap,fraud
46,0.0,67,111634,1,1,0,0,94,0,0.0,1,55192.35092635779,17037.68347,0,0,0,33,0,0,1,11.622989899832538,0,0,0,0.0,1,0,1,0,0,1,1,1,0.0,0,0,0,1,0,10.918597770777344,9.743241536248275,3.2394281194565684,1.0,55192.35092635779,0.0,0,0.0,0,0,0,1,0,0,0,0,0.49440449079907,0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,3683922,10,2015,4,7,0,0,2,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.1516444444444444,0,6,2,0.0,0.0,0.0,0.49440449079907,0.0,0.0,0.0,1199.8336897070456,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4,0,-4,1.0
39,1.0,73,30249,1,0,0,0,25,0,0.0,2,15000.0,26633.27819,0,0,0,27,0,1,0,10.317251463458987,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,0,1,0,9.61587214452889,10.189954318927567,0.5632051710806237,0.9,13500.0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.4958841614434895,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,816723,8,2016,3,12,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.2543145743145742,1,5,1,0.0,0.0,0.0,0.4462957452991406,0.0,0.0,0.0,384.61537475345193,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0.0
69,1.0,66,74786,1,1,0,0,14,1,4741.65,1,50957.31263007304,10051.39556,0,0,1,34,0,0,0,11.222399352066711,0,0,0,0.0,1,0,1,0,0,0,0,0,8.464351330196704,1,0,0,0,1,10.838763178043074,9.2155662492621,5.069675381972864,1.0,50957.31263007304,0.0930514141185029,0,0.0930514141185029,0,0,0,1,1,0,0,0,0.6813750251302606,0,0.0634029096346454,0,0,0,0,0,0,1,0,1,0,0,0,2542724,6,2016,2,19,1,0,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,1,1,0.1619127988748241,0,3,1,0.0634029096346454,0.0930514141185029,0.0930514141185029,0.6813750251302606,0.4717404634235943,0.4717404634235943,71.84318072964878,738.5117665443663,0,0,0,0,0,0,0,0,0,0,0,0,3.190208728903936,2,2,0,0.0
52,0.0,52,114185,0,0,0,0,92,0,0.0,1,46847.06411898125,7180.702081999999,0,0,0,48,1,0,1,11.645583976745082,0,0,0,0.0,1,0,1,0,0,1,1,1,0.0,0,0,0,0,1,10.754664965979996,8.879291692722651,6.524022801320451,1.0,46847.06411898125,0.0,0,0.0,0,0,0,1,0,1,0,0,0.4102733644399087,0,0.0,0,0,1,0,1,0,1,0,1,0,1,0,5480880,12,2016,4,22,0,0,3,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.1263703703703703,0,6,2,0.0,0.0,0.0,0.4102733644399087,0.0,0.0,0.0,900.9050618860806,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4,0,-4,1.0
38,0.0,63,35123,1,0,0,0,74,0,0.0,6,25398.941579389662,32632.59556,0,0,0,37,0,1,0,10.466639936479886,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,10.142502152979954,10.393097575364685,0.7783304129734794,0.5,12699.470789694831,0.0,0,0.0,0,1,0,0,0,0,1,0,0.7231427149920713,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1299551,9,2016,3,30,0,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210292e-16,1,0,0,0,0,0.1254195011337868,0,5,1,0.0,0.0,0.0,0.3615713574960356,0.0,0.0,0.0,668.3931818683285,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0.0
47,1.0,54,42553,1,0,1,0,34,1,0.0,1,15000.0,19767.21617,0,0,0,46,1,1,0,10.658529136633662,1,0,0,0.6931471805599453,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,9.891830682958716,0.7588321931747847,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.3525015862488543,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1957438,3,2015,1,25,0,0,2,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,1,0,0,0,0,0.1393464052287581,0,4,1,0.0,0.0,0.0,0.3525015862488543,0.0,0.0,0.0,319.14892937981006,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0.0
55,1.0,44,123158,1,1,0,0,2,1,0.0,1,37640.01285701075,15182.1526,0,0,0,56,1,0,1,11.721231482486148,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,10.53584950239707,9.627941710546295,2.4792276725325184,1.0,37640.01285701075,0.0,0,0.0,0,0,0,1,0,1,0,0,0.3056237747990802,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,6896848,12,2015,4,2,0,0,2,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.224084084084084,1,5,1,0.0,0.0,0.0,0.3056237747990802,0.0,0.0,0.0,684.363857684489,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4,0,-4,0.0
57,1.0,78,43724,0,1,0,1,26,1,4528.49,10,15000.0,24361.49668,0,0,0,22,0,1,0,10.685675299886803,0,0,0,0.0,0,0,0,0,0,0,0,0,8.418364629357706,1,0,0,0,1,9.61587214452889,10.100800207540797,0.6157257165442872,0.0999999999999999,1499.9999999999998,3.0189933313206714,1,0.3018993333132067,0,1,1,0,0,1,0,0,0.3430610191120881,0,0.1035698929625933,0,1,0,0,0,0,0,0,1,0,0,0,961928,3,2015,1,16,0,1,0,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0,0.1645555555555555,0,4,1,0.1035698929625933,0.3018993333132067,3.0189933313206714,0.0343061019112088,0.1858871833409092,0.1858871833409092,58.057563358236365,263.15789012003705,0,0,0,0,0,0,0,0,1,0,0,0,4.414279571850373,0,2,2,0.0
42,1.0,31,87903,1,0,0,0,12,1,0.0,1,15000.0,19166.27808,0,0,0,69,1,0,0,11.384000588895,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,9.860959837434631,0.782624562609778,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.1706426401809876,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6065307,5,2015,2,1,0,0,4,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0,0,0,0,0,0.1313713713713713,0,2,0,0.0,0.0,0.0,0.1706426401809876,0.0,0.0,0.0,357.142848639456,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,0,-3,1.0
36,0.0,83,105448,0,1,0,0,98,1,2164.98,1,21984.4862209124,26522.87535,0,0,0,17,0,0,1,11.565982702694578,0,0,0,0.0,1,0,1,0,0,1,0,0,7.680628193907964,0,0,0,0,1,9.99813779740003,10.185800562960296,0.8288877404871382,1.0,21984.4862209124,0.0984776254558143,0,0.0984776254558143,0,0,0,1,0,1,0,0,0.2084865167732334,0,0.0205312571123157,0,0,0,0,0,0,0,0,1,0,0,0,1792616,6,2016,2,8,0,0,2,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.1579328165374677,0,3,1,0.0205312571123157,0.0984776254558143,0.0984776254558143,0.2084865167732334,0.0816268964563215,0.0816268964563215,26.08409607127595,610.6801558397846,0,0,0,0,0,0,0,0,0,0,0,0,3.0615937713369474,3,1,-2,1.0
55,1.0,75,41590,1,1,2,1,5,1,0.0,1,32088.79038443733,17894.70894,0,0,0,25,0,1,0,10.635639076689303,1,0,0,1.0986122886681098,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,10.376293201967808,9.792316239068104,1.7931999056389305,1.0,32088.79038443733,0.0,0,0.0,0,0,0,1,0,0,1,0,0.7715506223531083,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1039750,7,2016,3,14,0,0,3,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1553360768175583,0,3,1,0.0,0.0,0.0,0.7715506223531083,0.0,0.0,0.0,583.4325418364507,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0.0
44,1.0,93,64389,0,0,0,0,2,1,0.0,1,15000.0,35458.53461,0,0,0,7,0,0,0,11.072713620532229,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,10.47614745517659,0.4230293260722251,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.2329590457961304,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,450723,2,2016,1,13,1,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0.1044797178130511,0,2,0,0.0,0.0,0.0,0.2329590457961304,0.0,0.0,0.0,340.90908316115724,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,0,-1,0.0
45,0.0,88,44210,0,1,0,0,91,1,12558.12,1,15000.0,8209.048738,0,0,0,12,0,1,0,10.696728905881372,0,0,0,0.0,1,0,1,0,0,1,0,0,9.438202373873349,1,1,0,0,1,9.61587214452889,9.013114138847854,1.8272519115079893,1.0,15000.0,0.8372079999441862,0,0.8372079999441862,1,0,0,1,1,0,0,0,0.3392897534417713,0,0.2840560958994785,0,1,0,0,1,0,0,0,1,0,0,0,530520,1,2016,1,11,0,1,0,0.0,1.0,0.4999999999999999,0.8660254037844387,0,0,1,0,0,0.0600516795865633,0,5,1,0.2261012543321828,0.6740690266217281,0.8372079999441862,0.3392897534417713,1.529789918329781,0.9776311833909342,142.70590746925106,333.3333259259261,0,0,0,0,1,1,1,1,1,0,0,0,6.130506271660914,0,2,2,1.0
28,1.0,67,54270,1,1,8,1,68,1,0.0,1,15374.473566481232,29972.46715,0,0,0,33,0,0,0,10.901745293274272,1,1,0,2.19722457733622,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,9.640528893272323,10.308067840973465,0.5129532210019714,1.0,15374.473566481232,0.0,0,0.0,0,0,0,1,0,0,1,0,0.2832959934807064,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,1790910,5,2015,2,31,1,0,6,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,1,0,0,0,0,0.13003367003367,0,5,1,0.0,0.0,0.0,0.2832959934807064,0.0,0.0,0.0,549.0883220497468,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,-1,0.0
49,1.0,80,45499,1,0,1,0,45,0,0.0,7,103882.92669550687,17633.52631,0,0,0,20,0,1,0,10.72546760493904,1,0,0,0.6931471805599453,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,11.551029465365572,9.77761398152119,5.891216814115251,0.3999999999999999,41553.17067820274,0.0,0,0.0,0,1,0,0,0,0,1,0,2.2831914260362574,1,0.0,1,0,1,1,1,0,1,0,1,0,1,0,909980,9,2016,3,26,0,1,0,0.0,1.0,-1.0,-1.8369701987210292e-16,1,0,0,0,0,0.1916444444444444,1,8,2,0.0,0.0,0.0,0.9132765704145028,0.0,0.0,0.0,2120.059685213208,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0.0
65,1.0,86,43761,1,0,0,0,43,1,7019.99,1,52388.44517667308,13100.76501,0,0,0,14,0,1,0,10.686521139890596,0,0,0,0.0,1,0,1,0,0,0,0,0,8.856659512717702,1,0,1,0,0,10.866460422093718,9.480502233701277,3.9988844264197816,1.0,52388.44517667308,0.1339988231410956,0,0.1339988231410956,0,0,0,1,1,0,0,0,1.1971491779318555,1,0.1604165809702608,1,1,0,0,1,0,1,0,0,0,0,0,612654,7,2016,3,31,1,0,6,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,0,1,1,0.1950849673202614,1,6,2,0.1604165809702608,0.1339988231410956,0.1339988231410956,1.1971491779318555,0.5358458070277343,0.5358458070277343,81.62778974851408,805.9760672414925,0,0,0,0,1,0,0,0,0,0,0,0,6.962499485821565,0,2,2,0.0
44,0.0,79,118516,1,1,1,0,34,1,851.12,1,36657.488838420126,18325.32592,0,0,0,21,0,0,1,11.682811689183543,1,0,0,0.6931471805599453,1,0,1,0,0,0,0,0,6.747727361982003,0,0,0,0,1,10.509400299551729,9.816093879935387,2.000373090031228,1.0,36657.488838420126,0.0232181752473109,0,0.0232181752473109,0,0,0,1,0,0,1,0,0.3093041347844242,0,0.0071814776063385,0,0,0,1,1,1,0,0,0,0,0,0,2488836,1,2015,1,5,0,1,0,0.0,1.0,0.4999999999999999,0.8660254037844387,0,0,1,0,0,0.1187002096436058,0,4,1,0.0071814776063385,0.0232181752473109,0.0232181752473109,0.3093041347844242,0.0464450129656168,0.0464450129656168,10.77367074970037,833.1247273930773,0,0,0,0,0,0,0,0,0,0,0,0,4.028725910425354,4,0,-4,1.0
32,1.0,58,107624,1,0,5,0,0,0,4383.34,1,76602.75432190686,8308.106252,0,0,0,42,1,0,1,11.586408241730032,1,1,0,1.791759469228055,1,0,1,0,1,1,1,0,8.385794380365164,1,0,0,1,0,11.246401366562967,9.025107331162951,9.220242494400711,1.0,76602.75432190686,0.0572217022578942,0,0.0572217022578942,0,0,0,1,1,0,0,0,0.7117627510703477,0,0.0407282762205388,0,0,1,1,1,0,1,0,0,0,0,0,4520208,4,2016,2,18,0,1,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1613105413105413,0,7,2,0.0407282762205388,0.0572217022578942,0.0572217022578942,0.7117627510703477,0.5275979707670694,0.5275979707670694,75.57482628319265,2393.8359977522146,1,1,0,0,0,0,0,0,0,0,0,0,7.2850979335437716,4,2,-2,0.0
53,0.0,50,103625,1,1,0,0,39,1,0.0,1,15000.0,15215.815730000002,0,0,0,50,1,0,1,11.548543542571974,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,1,0,9.61587214452889,9.63015639336398,0.9858163548497562,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.1447527141119927,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,5181250,6,2015,2,8,0,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.1676117496807152,0,3,1,0.0,0.0,0.0,0.1447527141119927,0.0,0.0,0.0,283.01886258454977,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3,0,-3,0.0
64,1.0,69,93475,0,1,5,0,48,0,0.0,1,15000.0,12909.84131,0,0,0,31,0,0,0,11.445459997835696,1,1,0,1.791759469228055,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,9.465822649029551,1.1619042898086636,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.160470714092961,0,0.0,0,0,1,1,0,0,0,0,1,0,1,0,2897725,2,2016,1,10,0,0,2,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.1624105461393597,0,7,2,0.0,0.0,0.0,0.160470714092961,0.0,0.0,0.0,234.37499633789068,1,1,0,0,0,0,0,0,0,0,0,0,7.0,3,0,-3,0.0
54,1.0,92,98872,1,1,7,1,100,1,0.0,1,15000.0,18237.5104,0,0,0,8,0,0,0,11.501591477305324,1,1,0,2.079441541679836,0,0,0,1,0,1,0,1,0.0,0,0,0,0,1,9.61587214452889,9.811290593626753,0.8224806824059451,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.1517113035019852,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,790976,5,2015,2,30,1,0,5,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,1,0,0,0,0,0.1113675213675213,0,6,2,0.0,0.0,0.0,0.1517113035019852,0.0,0.0,0.0,277.777772633745,0,0,1,0,0,0,0,0,0,0,0,0,6.0,3,0,-3,1.0
46,1.0,80,75586,1,1,0,0,51,0,8180.33,1,62274.28640187852,25776.40832,0,0,0,20,0,0,0,11.233039589709252,0,0,0,0.0,1,0,1,0,0,0,1,0,9.009610008067238,1,0,1,0,0,11.039319939106214,10.157253740795724,2.41594118258686,1.0,62274.28640187852,0.1313596746348566,0,0.1313596746348566,0,0,0,1,1,1,0,0,0.8238865186814309,0,0.1082254650317754,0,0,1,0,0,0,1,0,1,0,1,0,1511720,10,2015,4,9,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.205079365079365,1,7,2,0.1082254650317754,0.1313596746348566,0.1313596746348566,0.8238865186814309,0.3173572476866568,0.3173572476866568,102.25412372182346,1353.7888053932547,0,0,0,0,0,0,0,0,0,0,0,0,7.757578255222427,2,2,0,0.0
29,1.0,81,47427,0,1,0,0,0,0,0.0,1,63451.47094580872,4782.393292,0,0,0,19,0,1,0,10.766968050577962,0,0,0,0.0,1,0,1,0,1,1,1,1,0.0,0,0,0,0,1,11.058046415580622,8.472905467353987,13.267723304706616,1.0,63451.47094580872,0.0,0,0.0,0,0,0,1,0,0,0,0,1.3378765459436786,1,0.0,1,0,1,0,1,0,1,0,1,0,1,0,901113,8,2016,3,16,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.2238821954484605,1,9,2,0.0,0.0,0.0,1.3378765459436786,0.0,0.0,0.0,2187.981681304381,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0.0
41,1.0,86,122101,1,1,14,0,51,1,0.0,5,15000.0,21553.1301,0,0,0,14,0,0,1,11.712612039981025,1,1,0,2.70805020110221,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,9.978322729141158,0.6959545982281268,0.6,9000.0,0.0,0,0.0,0,1,0,0,0,0,0,0,0.1228491167138447,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1709414,6,2015,2,1,0,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.2125925925925925,1,6,2,0.0,0.0,0.0,0.0737094700283068,0.0,0.0,0.0,365.8536496133256,0,1,0,0,0,0,0,0,0,0,0,0,6.0,4,0,-4,0.0
43,0.0,63,85314,0,1,0,0,1,0,0.0,1,15000.0,25294.25912,0,0,0,37,0,0,0,11.354105567961366,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,9.61587214452889,10.138372270595292,0.5930199389610341,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.1758210844623881,0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,3156618,7,2015,3,14,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1091005291005291,0,6,2,0.0,0.0,0.0,0.1758210844623881,0.0,0.0,0.0,348.83720118983257,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2,0,-2,1.0
24,1.0,61,109825,1,0,0,0,56,1,3470.64,2,15000.0,23083.23319,0,1,0,39,1,0,1,11.606652574197472,0,0,0,0.0,1,0,1,0,0,0,0,0,8.152382383768465,1,0,1,0,0,9.61587214452889,10.046905117581948,0.6498223137064006,0.9,13500.0,0.2570844444254011,0,0.2313759999845749,0,0,0,0,0,0,0,0,0.1365809241963434,0,0.0316015479168531,0,0,0,0,1,0,0,0,0,0,0,0,4283175,9,2016,3,1,0,0,3,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210292e-16,0,0,0,0,0,0.1613238770685579,0,3,1,0.0316015479168531,0.2313759999845749,0.2570844444254011,0.1229228317767091,0.1503532876561321,0.1503532876561321,56.89573677220104,624.9999739583344,0,0,0,0,0,0,0,0,0,0,0,0,3.094804643750559,4,1,-3,0.0
36,1.0,90,66809,1,0,11,1,77,1,0.0,3,15000.0,27276.271610000003,0,0,0,10,0,0,0,11.109608048919522,1,1,0,2.4849066497880004,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,10.213809092659448,0.5499285317994408,0.8,12000.0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.224520648412272,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,668090,7,2015,3,9,0,0,3,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1849884739511295,1,3,1,0.0,0.0,0.0,0.1796165187298176,0.0,0.0,0.0,416.6666550925929,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,0,-1,0.0
40,1.0,37,92460,1,1,0,0,62,0,2116.55,3,15000.0,8811.465383,0,0,0,63,1,0,0,11.434542212971508,0,0,0,0.0,1,0,1,0,0,0,1,0,7.658015038998318,0,0,1,0,0,9.61587214452889,9.083922518942597,1.7023275183305195,0.8,12000.0,0.1763791666519684,0,0.1411033333239264,0,0,0,0,0,1,0,0,0.1622323166757275,0,0.022891520657334,0,0,1,0,0,0,0,0,1,0,1,0,5824980,10,2016,4,7,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.1430917874396135,0,7,2,0.022891520657334,0.1411033333239264,0.1763791666519684,0.129785853340582,0.2402040872614974,0.2402040872614974,57.20405250799859,374.9999906250002,0,0,0,0,0,0,0,0,0,0,0,0,7.160240644601338,3,1,-2,1.0
26,1.0,67,53400,1,0,16,0,94,1,0.0,1,15000.0,48392.42484,0,0,0,33,0,0,0,10.885584751364703,1,1,1,2.833213344056216,1,0,1,0,0,1,0,1,0.0,0,0,1,0,0,9.61587214452889,10.787119233062995,0.309965868610316,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.2808988763992341,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1762200,2,2015,1,7,1,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0.1462716049382716,0,6,2,0.0,0.0,0.0,0.2808988763992341,0.0,0.0,0.0,576.9230547337287,0,1,0,0,0,0,0,0,0,0,0,0,6.0,1,0,-1,0.0
26,0.0,82,60891,1,0,0,0,50,0,871.63,3,64244.18192104151,3058.188695,0,0,0,18,0,0,0,11.016857082179143,0,0,0,0.0,1,0,1,0,0,0,1,0,6.771511640112282,0,0,0,1,0,11.070462010389834,8.02590502743969,21.00726551146781,0.8,51395.345536833214,0.0169593178308019,0,0.0135674542646943,0,0,0,0,0,1,0,0,1.0550685966725204,1,0.0143145949316924,0,0,1,0,0,0,1,0,0,1,0,0,1096038,6,2016,2,14,0,0,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.1439869281045751,0,4,1,0.0143145949316924,0.0135674542646943,0.0169593178308019,0.8440548773380164,0.2850151140575663,0.2850151140575663,10.62963401671178,2470.929978850444,0,0,0,0,0,0,0,0,0,0,0,0,4.057258379726769,1,0,-1,0.0
39,0.0,79,41622,0,1,13,0,1,1,3117.03,1,15000.0,31778.44521,0,0,0,21,0,1,0,10.636408178080352,1,1,0,2.6390573296152584,1,0,1,0,0,0,0,0,8.044956671123712,0,0,0,1,0,9.61587214452889,10.36657498273254,0.4720180581650294,1.0,15000.0,0.2078019999861465,0,0.2078019999861465,0,0,0,1,0,0,0,0,0.3603863341415504,0,0.0748890010072824,0,0,0,1,1,1,0,0,1,0,0,0,874062,5,2016,2,1,1,0,6,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,0,0,0,0,1,0.1609590643274853,0,7,2,0.0748890010072824,0.2078019999861465,0.2078019999861465,0.3603863341415504,0.0980862965228094,0.0980862965228094,39.4560754499231,384.61537475345193,0,1,0,0,0,0,0,0,0,0,0,0,7.524223007050978,0,1,1,0.0
54,0.0,80,111625,0,0,0,0,54,1,0.0,1,15000.0,27955.03109,0,0,0,20,0,0,1,11.622909276705302,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,10.238388236701136,0.5365760442609268,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.1343784994388857,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2232500,4,2015,2,25,1,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0.1388552188552188,0,3,1,0.0,0.0,0.0,0.1343784994388857,0.0,0.0,0.0,277.777772633745,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4,0,-4,0.0
36,0.0,85,115120,1,1,0,0,97,1,0.0,1,41175.63848642392,33435.46559,0,0,0,15,0,0,1,11.65373902811143,0,0,0,0.0,1,0,1,0,0,1,0,1,0.0,0,0,1,0,0,10.625626347488453,10.417402367533676,1.2314958909233011,1.0,41175.63848642392,0.0,0,0.0,0,0,0,1,0,1,0,0,0.3576758033883447,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1726800,2,2015,1,11,0,0,2,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.1285122410546139,0,4,1,0.0,0.0,0.0,0.3576758033883447,0.0,0.0,0.0,1143.7677039626728,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4,0,-4,0.0
