claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,age_outlier,age_extreme,safety_inv,safety_risk_flag,vehicle_income_ratio,low_income_high_car,high_claim_freq,claim_freq_score,no_witness,no_witness_repeat,mid_liab,witness_missing,price_per_weight,price_weight_zscore,price_weight_anomaly_flag,vehicle_price_zscore,vehicle_price_anomaly_flag,payout_per_vehicle_age,payout_age_zscore,payout_age_anomaly_flag,payout_to_vehicle_price_ratio,payout_price_ratio_flag,vehicle_anomaly_score,safety_risk,log_past_claims,driver_risk_score,vehicle_price_quantile,vehicle_risk_score,log_claim_payout,liab_ratio,claim_risk_score,composite_risk_score,log_composite_risk,triple_high_risk_flag,income_payout_gap,income_payout_risk,income_payout_anomaly_flag,driver_vehicle_interaction,high_claim_driver_anomaly_vehicle,_is_train,fraud
8354,52,F,1.0,66,116141,1,0,Own,50038,6/5/2015,Friday,Local,0,1.0,77,Phone,0,0.0,2,Medium,71198.29494427706,gray,12662.15092,0,0,0.014925373134328358,0,0.6130332522044503,1,0,0,0,0,1,0,5.622922624906436,2.1116495191422944,1,1.9569934886666727,0,0.0,-0.6636599847364352,0,0.0,0,1,0.34,0.0,0.0,0.9398888888888889,1.8797777777777778,0.0,0.77,0.0,0.0,0.0,0,116139.83860161397,8.610309881212459e-06,0,0.0,0,1,0
29339,30,F,0.0,87,52514,1,1,Own,85045,8/3/2015,Monday,Local,0,0.0,47,Phone,1,1835.34,1,Compact,15000.0,silver,13780.48038,0,0,0.011363636363636364,0,0.285638115550139,0,0,0,1,0,1,0,1.0884961609092352,-0.3960525315692613,0,-0.7583326912671867,0,917.6654116729416,-0.04809354542719818,0,0.12235599991842933,0,0,0.13,0.0,0.0,0.4467777777777778,0.4467777777777778,7.515529739220961,0.47,3.5322989774338516,0.0,0.0,0,28.597100599033404,0.0349685677697033,0,-0.0,0,1,1
24168,57,M,1.0,67,89738,1,1,Own,20135,8/4/2016,Thursday,Parking Lot,17,0.0,0,Phone,1,0.0,8,Medium,15000.0,red,27323.40787,0,0,0.014705882352941176,0,0.16715326840357486,0,1,3,1,1,0,0,0.5489798368445686,-0.674763429298618,0,-0.7505560026592288,0,0.0,-0.6871291518760594,0,0.0,0,0,0.33,2.8903717578961645,0.9538226801057343,0.4467777777777778,0.4467777777777778,0.0,0.0,0.0,0.0,0.0,0,89737.1026289737,1.1143662661175447e-05,0,-2.1693858728056736,0,1,0
28517,31,F,1.0,61,77965,1,0,Own,50028,8/21/2015,Friday,Local,1,0.0,36,Broker,0,5726.0,1,Medium,15000.0,silver,10360.77768,0,0,0.016129032258064516,0,0.19239402295902008,0,0,0,1,0,1,0,1.4477677688690955,-0.1811838923775494,0,-0.7505560026592288,0,2862.9856850715746,1.2891886807720958,0,0.38173333307884444,0,0,0.39,0.6931471805599453,0.27032740041837866,0.4467777777777778,0.4467777777777778,8.652947112393857,0.36,3.1150609604617885,0.3762254599232186,0.3193445777773158,0,13.613584750107238,0.07345598413616086,0,-0.5202457770955873,0,1,0
29333,37,F,1.0,84,38430,1,1,Own,20109,2/13/2015,Friday,Highway,1,0.0,14,Phone,1,0.0,1,Large,15000.0,blue,28079.21007,0,0,0.011764705882352941,0,0.39032006245121,0,0,0,1,0,0,0,0.534203061883285,-0.6884552863037606,0,-0.7451388272728282,0,0.0,-0.6789293319088264,0,0.0,0,0,0.16,0.6931471805599453,0.11090354888959125,0.4467777777777778,0.4467777777777778,0.0,0.14,0.0,0.0,0.0,0,38429.61570384296,2.6021597703351064e-05,0,-0.516490877249905,0,1,0
2836,65,F,0.0,62,83370,1,0,Rent,85037,5/8/2016,Sunday,Highway,12,0.0,22,Broker,1,0.0,2,Medium,15000.0,silver,36173.65097,0,0,0.015873015873015872,0,0.17992083483267363,0,1,3,1,1,1,0,0.4146664656076139,-0.7485231330232945,0,-0.7505560026592288,0,0.0,-0.6636599847364352,0,0.0,0,0,0.38,2.5649493574615367,0.9746807558353839,0.4467777777777778,0.4467777777777778,0.0,0.22,0.0,0.0,0.0,0,83369.1663083369,1.1994842267962702e-05,0,-1.9251381367596885,0,1,0
11456,29,M,0.0,78,49184,0,1,Rent,20101,7/25/2015,Saturday,Local,6,0.0,83,Online,1,5390.87,1,Compact,33027.03369481026,gray,20818.63493,0,0,0.012658227848101266,0,0.6714995464950038,1,1,2,1,1,0,0,1.5864168707504251,-0.12516874558606936,0,0.09405571740144321,0,2695.4215228923854,1.1739991261808003,0,0.16322598172704925,0,0,0.22,1.9459101490553132,0.4281002327921689,0.6545555555555556,0.6545555555555556,8.592647542509212,0.83,7.131897460282646,1.9984673976682905,1.0981012906869738,0,9.12188163082218,0.10962638457807104,0,0.18302397506814677,0,1,0
7214,41,M,1.0,85,68687,0,0,Rent,80012,1/6/2016,Wednesday,Highway,0,1.0,57,Broker,1,0.0,1,Compact,24672.735155035065,other,32654.36673,0,0,0.011627906976744186,0,0.35920531039403475,0,0,0,0,0,1,0,0.755572305274938,-0.5771730848539476,0,-0.3009680762197841,0,0.0,-0.6789293319088264,0,0.0,0,0,0.15,0.0,0.0,0.5601111111111111,0.5601111111111111,0.0,0.57,0.0,0.0,0.0,0,68686.31313686863,1.4558941282257329e-05,0,-0.0,0,1,0
7606,59,F,0.0,68,54832,1,1,Rent,15001,6/25/2016,Saturday,Local,0,1.0,50,Phone,1,5975.83,1,Medium,43133.53690033915,white,37846.47081,0,0,0.014492753623188406,0,0.7866489805285081,1,0,0,0,0,1,0,1.1396977304828433,-0.35036403094864976,0,0.6048755740325619,0,2987.9000604996972,1.375059257633443,0,0.13854254550054268,0,0,0.32,0.0,0.0,0.7579444444444444,0.7579444444444444,8.695645606057374,0.5,4.347822803028687,0.0,0.0,0,9.174093944157532,0.10900247109548432,0,0.0,0,1,0
976,37,M,1.0,45,117225,1,1,Own,15007,4/5/2016,Tuesday,Local,0,0.0,72,Online,0,0.0,1,Medium,15000.0,other,19305.29124,0,0,0.021739130434782608,1,0.12795905310300704,0,0,0,1,0,1,0,0.776989054749433,-0.5495495938906156,0,-0.7505560026592288,0,0.0,-0.6789293319088264,0,0.0,0,0,0.55,0.0,0.0,0.4467777777777778,0.4467777777777778,0.0,0.72,0.0,0.0,0.0,0,117223.82776172238,8.530688845508144e-06,0,-0.0,0,1,0
2269,24,M,1.0,77,94051,1,0,Rent,85067,5/26/2015,Tuesday,Parking Lot,12,0.0,93,Online,0,0.0,1,Large,31384.06348848688,other,31002.70642,0,0,0.01282051282051282,0,0.333691970191565,0,1,3,1,1,0,0,1.0123007666878354,-0.42627280370066484,0,0.0397029579768964,0,0.0,-0.6789293319088264,0,0.0,0,0,0.23,2.5649493574615367,0.5899383522161534,0.6380555555555556,0.6380555555555556,0.0,0.93,0.0,0.0,0.0,0,94050.059499405,1.0632635483872289e-05,0,0.10183607655216281,0,1,0
3771,66,M,1.0,65,82119,1,0,Own,80016,1/24/2016,Sunday,Highway,0,0.0,87,Online,1,9179.96,1,Medium,56337.81684124193,white,28449.74184,0,0,0.015151515151515152,0,0.6860509363392385,1,0,0,1,0,0,0,1.9802575762648593,0.11123889522883552,0,1.2410379606808573,0,4589.957050214748,2.4763701147712918,1,0.16294490118847466,0,1,0.35,0.0,0.0,0.8612777777777778,1.7225555555555556,9.124887053310333,0.87,9.93865173637999,0.0,0.0,0,8.944489455411539,0.11180055462969334,0,0.0,0,1,1
21328,36,F,1.0,88,40941,1,1,Rent,50044,1/28/2015,Wednesday,Local,0,1.0,98,Broker,1,0.0,1,Large,57774.777501267614,gray,6272.859197,0,0,0.011235955056179775,0,1.4111716250523343,1,0,0,0,0,0,0,9.210278055786056,4.069389937157387,1,1.3038908753614025,0,0.0,-0.6789293319088264,0,0.0,0,1,0.12,0.0,0.0,0.8711111111111111,1.7422222222222221,0.0,0.98,0.0,0.0,0.0,0,40940.59059409406,2.4425636886146924e-05,0,0.0,0,1,0
14985,30,F,0.0,63,73546,1,1,Own,20122,9/24/2015,Thursday,Local,2,0.0,89,Broker,1,0.0,1,Compact,25439.26854519517,red,33370.67476,0,0,0.015625,0,0.34589601807297704,0,0,0,1,0,0,0,0.762324068078626,-0.5734999235771112,0,-0.26472339017262586,0,0.0,-0.6789293319088264,0,0.0,0,0,0.37,1.0986122886681098,0.4064865468072006,0.5706111111111111,0.5706111111111111,0.0,0.89,0.0,0.0,0.0,0,73545.26454735453,1.3597068499497292e-05,0,-0.2908283695415295,0,1,0
25905,73,F,1.0,66,61684,1,1,Rent,50035,7/15/2015,Wednesday,Parking Lot,0,,14,Phone,0,0.0,1,Medium,21582.902653483605,silver,37346.00352,1,0,0.014925373134328358,0,0.349894667231107,0,0,0,1,0,0,1,0.5779173301942759,-0.6588720782264774,0,-0.4334016343895112,0,0.0,-0.6789293319088264,0,0.0,0,0,0.34,0.0,0.0,0.5235,0.5235,0.0,0.14,0.0,0.0,0.0,0,61683.383166168336,1.621182153942481e-05,0,-0.0,0,1,0
133,24,M,0.0,90,58328,0,0,Rent,80035,10/26/2015,Monday,Local,0,0.0,52,Online,1,0.0,9,Compact,34214.58996606827,black,18964.09006,0,0,0.01098901098901099,0,0.5865894590259956,1,0,0,1,0,1,0,1.8041777823125618,-0.006700284649956503,0,0.15020800609181603,0,0.0,-0.6796648845507747,0,0.0,0,0,0.1,0.0,0.0,0.6687222222222222,0.6687222222222222,0.0,0.52,0.0,0.0,0.0,0,58327.416725832736,1.7144596074416274e-05,0,0.0,0,1,0
10132,50,M,1.0,89,68566,1,0,Own,50011,11/10/2015,Tuesday,Parking Lot,0,0.0,74,Broker,0,972.37,1,Compact,15000.0,silver,39043.18962,0,0,0.011111111111111112,0,0.21876731907942712,0,0,0,1,0,1,0,0.3841899225485999,-0.7792162292583161,0,-0.7583326912671867,0,486.18256908715455,-0.34471017158913586,0,0.06482466662345023,0,0,0.11,0.0,0.0,0.4467777777777778,0.4467777777777778,6.880764277117551,0.74,5.0917655650669875,0.0,0.0,0,70.44186619228181,0.01419610115537451,0,-0.0,0,1,0
23895,29,M,0.0,75,90809,0,1,Rent,50008,6/24/2016,Friday,Parking Lot,11,0.0,52,Online,1,0.0,1,Large,15000.0,gray,35764.26206,0,0,0.013157894736842105,0,0.16518186523362222,0,1,3,1,1,1,0,0.41941309932918736,-0.751404589464823,0,-0.7451388272728282,0,0.0,-0.6789293319088264,0,0.0,0,0,0.25,2.4849066497880004,0.6212266624470001,0.4467777777777778,0.4467777777777778,0.0,0.52,0.0,0.0,0.0,0,90808.0919190808,1.1012234468938943e-05,0,-1.851600426905483,0,1,0
582,50,F,1.0,94,46994,0,0,Own,80017,6/14/2015,Sunday,Parking Lot,0,0.0,21,Broker,1,4123.5,1,Medium,50905.791614592265,other,12251.25591,0,0,0.010526315789473684,0,1.0832402352341206,1,0,0,1,0,1,0,4.15514882286389,1.3056049699178995,0,0.9793311392573986,0,2061.7396913015436,0.7383837357282296,0,0.08100257099249122,0,0,0.06,0.0,0.0,0.823,0.823,8.324700079300786,0.21,1.748187016653165,0.0,0.0,0,11.393865895517358,0.08776644656919824,0,0.0,0,1,0
28531,38,F,1.0,63,66029,1,1,Rent,20104,2/14/2016,Sunday,Parking Lot,1,0.0,96,Broker,0,7282.8,1,Large,35119.03561002511,blue,18305.0461,0,0,0.015625,0,0.5318728984238003,0,0,0,1,0,0,0,1.9185439577144616,0.07069902293181289,0,0.21861841382738725,0,3641.3817930910345,1.8242858030462243,0,0.20737471492091025,0,0,0.37,0.6931471805599453,0.2564644568071798,0.6781111111111111,0.6781111111111111,8.89340798302957,0.96,8.537671663708387,1.4847984127029032,0.910191534609322,0,9.065185742242805,0.11031201404070197,0,0.15153473716294083,0,1,1
9717,48,F,1.0,75,56183,1,0,Own,15025,10/6/2016,Thursday,Highway,9,0.0,0,Phone,1,3826.43,1,Compact,15000.0,white,13940.69597,0,0,0.013157894736842105,0,0.2669846750796504,0,1,3,1,1,0,0,1.0759864515745647,-0.4028581882916049,0,-0.7583326912671867,0,1913.20543397283,0.6362760134042474,0,0.25509533316326977,0,0,0.25,2.302585092994046,0.5756462732485115,0.4467777777777778,0.4467777777777778,8.249948838664402,0.0,0.0,0.0,0.0,0,14.679040466634163,0.06812429743143293,0,-1.7461255504418802,0,1,1
9036,47,F,0.0,75,39148,1,1,Rent,15009,1/10/2016,Sunday,Local,6,0.0,84,Phone,1,2076.66,1,Large,15000.0,gray,23599.11704,0,0,0.013157894736842105,0,0.3831613364667416,0,1,2,1,1,0,0,0.635617000764018,-0.6328412183023698,0,-0.7451388272728282,0,1038.324808375958,0.03485200798184129,0,0.13844399990770398,0,0,0.25,1.9459101490553132,0.4864775372638283,0.4467777777777778,0.4467777777777778,7.638997539407853,0.84,6.416757933102597,1.394665351842481,0.8732434932680861,0,18.84235140089162,0.053071904244055106,0,-1.4499732064453705,0,1,1
15993,34,F,1.0,78,68448,1,1,Own,20140,11/30/2015,Monday,Local,0,1.0,36,Broker,0,3901.22,1,Compact,47490.47475587821,black,16814.26337,0,0,0.012658227848101266,0,0.6938182964568462,1,0,0,0,0,1,0,2.8244160141066024,0.5483398841377868,0,0.7779435781905106,0,1950.6002469987648,0.6619825356131901,0,0.08214742049289885,0,0,0.22,0.0,0.0,0.7965555555555556,0.7965555555555556,8.269300900936589,0.36,2.976948324337172,0.0,0.0,0,17.54078443157796,0.05700996063209895,0,0.0,0,1,0
394,50,M,1.0,69,34604,0,1,Own,85082,1/19/2015,Monday,Highway,0,0.0,29,Broker,1,3944.01,1,Medium,57276.05259251483,gray,27573.28353,0,0,0.014285714285714285,0,1.6551858915881064,1,0,0,1,0,1,0,2.077230029910135,0.16449241261476855,0,1.286240750794357,0,1971.9951400242999,0.6766901447229732,0,0.06885966858384422,0,0,0.31,0.0,0.0,0.8673333333333333,0.8673333333333333,8.280206768131007,0.29,2.401259962757992,0.0,0.0,0,8.771587375515937,0.11400432067154485,0,0.0,0,1,0
10219,44,F,1.0,78,35203,1,0,Own,85083,8/17/2015,Monday,Local,30,0.0,50,Phone,1,0.0,9,Large,15000.0,other,5452.482312,0,0,0.012658227848101266,0,0.4261000482913388,0,1,3,1,1,1,0,2.751040556239331,0.5272291898128937,0,-0.7451388272728282,0,0.0,-0.6796648845507747,0,0.0,0,0,0.22,3.4339872044851463,0.7554771849867322,0.4467777777777778,0.4467777777777778,0.0,0.5,0.0,0.0,0.0,0,35202.64797352026,2.8406953944718566e-05,0,-2.55879719841996,0,1,0
21816,60,F,1.0,84,39314,1,1,Own,80104,3/11/2016,Friday,Parking Lot,4,0.0,0,Broker,1,0.0,5,Large,31296.38366967632,black,31134.73229,0,0,0.011764705882352941,0,0.7960620560023483,1,0,1,1,0,0,0,1.0051919948473853,-0.4301711605232522,0,0.0355028530655593,0,0.0,-0.6628368358231269,0,0.0,0,0,0.16,1.6094379124341003,0.257510065989456,0.6373333333333333,0.6373333333333333,0.0,0.0,0.0,0.0,0.0,0,39313.60686393136,2.543648572380405e-05,0,0.05713963772328836,0,1,0
25896,38,F,0.0,76,79149,0,1,Rent,85048,7/15/2015,Wednesday,Local,0,0.0,27,Phone,0,6304.13,3,Compact,15000.0,black,41186.26632,0,0,0.012987012987012988,0,0.1895159761967934,0,0,0,1,0,1,0,0.3641990725698296,-0.7900918506579531,0,-0.7583326912671867,0,1576.0285599286003,1.4544294557285937,0,0.4202753330531498,0,0,0.24,0.0,0.0,0.4467777777777778,0.4467777777777778,8.749118866743162,0.27,2.362262094020654,0.0,0.0,0,12.55311149404832,0.07966146113332206,0,-0.0,0,1,0
21249,33,F,1.0,77,58434,1,0,Own,50013,11/18/2016,Friday,Highway,9,1.0,8,Phone,0,0.0,1,Medium,15515.950403190693,silver,21252.16975,0,0,0.01282051282051282,0,0.2655294931579336,0,1,3,0,0,0,0,0.730087825309687,-0.575305933381906,0,-0.72569828672508,0,0.0,-0.6789293319088264,0,0.0,0,0,0.23,2.302585092994046,0.5295945713886305,0.45411111111111113,0.45411111111111113,0.0,0.08,0.0,0.0,0.0,0,58433.415665843335,1.7113495564720255e-05,0,-1.670982057024488,0,1,0
8402,31,M,1.0,55,44325,1,1,Rent,20160,10/27/2016,Thursday,Parking Lot,0,0.0,32,Phone,1,0.0,4,Large,47767.47055851862,silver,17290.801,0,0,0.017857142857142856,0,1.0776643104008712,1,0,0,1,0,1,0,2.7625944298874687,0.5335651819046975,0,0.8245132989739441,0,0.0,-0.66188543066792,0,0.0,0,0,0.45,0.0,0.0,0.7988333333333333,0.7988333333333333,0.0,0.32,0.0,0.0,0.0,0,44324.55675443245,2.2560857298914588e-05,0,0.0,0,1,0
17726,43,M,1.0,78,59933,1,1,Own,20101,12/23/2016,Friday,Local,4,0.0,3,Broker,0,1803.51,1,Compact,50840.43267237752,black,18496.3575,0,0,0.012658227848101266,0,0.8482877992487865,1,0,1,1,0,0,0,2.7486726856836974,0.5071332438823356,0,0.9363426440542294,0,901.7504912475438,-0.05903402680051875,0,0.03547393098062949,0,0,0.22,1.6094379124341003,0.35407634073550204,0.8221666666666667,0.8221666666666667,7.4980443657687905,0.03,0.2249413309730637,0.06548261795517575,0.06342785891354381,0,33.21289417507859,0.03010877924822826,0,1.5069853503696649,0,1,0
8184,56,F,1.0,70,59914,1,1,Own,85070,1/29/2015,Thursday,Parking Lot,0,0.0,67,Phone,0,0.0,1,Large,40328.03882322276,white,13226.89531,0,0,0.014084507042253521,0,0.6730987552695992,1,0,0,1,0,1,0,3.048942162734434,0.6905945061016768,0,0.4681440204688909,0,0.0,-0.6789293319088264,0,0.0,0,0,0.3,0.0,0.0,0.7305,0.7305,0.0,0.67,0.0,0.0,0.0,0,59913.40086599134,1.6690756748557777e-05,0,0.0,0,1,0
29575,63,F,1.0,60,53472,1,1,Own,20152,5/14/2015,Thursday,Local,12,0.0,94,Online,0,0.0,3,Medium,52667.42026450833,red,28334.90859,0,0,0.01639344262295082,0,0.9849532515056165,1,1,3,1,1,0,0,1.8587467850349209,0.04450987280961925,0,1.064203763234954,0,0.0,-0.71740070275363,0,0.0,0,0,0.4,2.5649493574615367,1.0259797429846147,0.8383888888888889,0.8383888888888889,0.0,0.94,0.0,0.0,0.0,0,53471.46528534714,1.8701563431571336e-05,0,2.729628758717644,0,1,0
11427,47,M,1.0,76,54331,0,1,Rent,15052,1/23/2016,Saturday,Highway,0,0.0,93,Phone,1,4531.08,3,Compact,67569.32222403487,other,9210.435841,0,0,0.012987012987012988,0,1.2436605662335476,1,0,0,1,0,0,0,7.336169896530868,3.0028691875789995,1,1.7273497384624235,0,1132.76716808208,0.8435975943144246,0,0.06705824256022626,0,1,0.24,0.0,0.0,0.9247777777777778,1.8495555555555556,8.41893627424276,0.93,7.829610735045768,0.0,0.0,0,11.98809374064868,0.08341602822548562,0,0.0,0,1,0
4614,63,F,1.0,87,98454,1,0,Own,85019,2/1/2015,Sunday,Local,1,1.0,49,Phone,1,2115.87,10,Medium,15000.0,white,18958.35637,0,0,0.011363636363636364,0,0.15235541471143885,0,0,0,0,0,1,0,0.7912078293782976,-0.5417411933248762,0,-0.7505560026592288,0,192.3516433166879,0.06015356939646394,0,0.14105799990596132,0,0,0.13,0.6931471805599453,0.0901091334727929,0.4467777777777778,0.4467777777777778,7.657693861597,0.49,3.75226999218253,0.1510617311060785,0.14068476088721588,0,46.50923275161331,0.021501102594608724,0,-0.5202457770955873,0,1,0
16608,32,F,1.0,92,110473,1,1,Rent,15022,12/13/2016,Tuesday,Local,13,0.0,77,Broker,0,2741.39,1,Medium,15000.0,silver,40302.50847,0,0,0.010752688172043012,0,0.13577978329546586,0,1,3,1,1,1,0,0.37218526999240514,-0.7718521610537197,0,-0.7505560026592288,0,1370.6881465592671,0.2633303674944835,0,0.18275933321149376,0,0,0.08,2.6390573296152584,0.21112458636922068,0.4467777777777778,0.4467777777777778,7.916585081955739,0.77,6.0957705131059186,0.574988268924058,0.4542478239476722,0,40.283475215839196,0.02482406858895135,0,-1.9807603201045672,0,1,0
27856,30,M,0.0,62,84455,0,1,Own,80101,7/25/2016,Monday,Local,0,0.0,50,Broker,1,2636.78,7,Compact,15000.0,other,7712.444162999999,0,0,0.015873015873015872,0,0.17760937777514652,0,0,0,1,0,1,0,1.944908729778886,0.06986156767154747,0,-0.7583326912671867,0,329.59708800364,0.17882426447820968,0,0.17578533321614312,0,0,0.38,0.0,0.0,0.4467777777777778,0.4467777777777778,7.877692933287068,0.5,3.938846466643534,0.0,0.0,0,32.01745394984625,0.031232954663943706,0,-0.0,0,1,1
8594,25,M,1.0,75,51267,1,1,Rent,80025,5/17/2015,Sunday,Local,0,0.0,51,Phone,1,2296.0,6,Compact,37016.698703745256,blue,28743.87355,0,0,0.013157894736842105,0,0.7220375427418272,1,0,0,1,0,1,0,1.2878117706187564,-0.28761886754093896,0,0.282702627684084,0,327.99953142924085,0.0512175434370572,0,0.0620260606640061,0,0,0.25,0.0,0.0,0.6981111111111111,0.6981111111111111,7.739359202689098,0.51,3.94707319337144,0.0,0.0,0,22.31911178790112,0.04480463028532269,0,0.0,0,1,0
14169,31,F,1.0,36,87454,1,1,Rent,15020,10/10/2015,Saturday,Local,1,0.0,67,Broker,1,1798.09,1,Medium,34298.55383297992,gray,19460.51538,0,0,0.02702702702702703,1,0.39218965207972095,0,0,0,1,0,1,0,1.7624689349494107,-0.008362195191918382,0,0.17921935201336595,0,899.0405047974759,-0.06089696770668898,0,0.052424659308719666,0,0,0.64,0.6931471805599453,0.443614195558365,0.6697777777777778,0.6697777777777778,7.4950362604924035,0.67,5.021674294529911,1.4920545803571903,0.9131075029153686,0,48.61013040698281,0.020571839365770495,0,0.12422538854984495,0,1,1
28093,35,F,1.0,73,70138,1,0,Rent,15004,8/19/2016,Friday,Parking Lot,1,0.0,97,Broker,0,1422.34,4,Compact,62168.576098949525,black,11745.24682,0,0,0.013513513513513514,0,0.8863750905208236,1,0,0,1,0,0,0,5.2930838320193505,1.891369148906382,1,1.4719814136941582,0,284.4674310651379,-0.170621059704655,0,0.022878761088357076,0,1,0.27,0.6931471805599453,0.18714973875118524,0.8976666666666666,1.7953333333333332,7.260761501384341,0.97,7.042938656342811,2.366400373963974,1.2138440352084,0,49.277052220291345,0.02029341756473906,0,1.0202997667387481,0,1,0
20518,46,F,1.0,63,77626,1,1,Own,85001,5/27/2016,Friday,Local,0,0.0,11,Phone,1,0.0,1,Medium,15000.0,black,15320.629469999998,0,0,0.015625,0,0.19323422564604642,0,0,0,1,0,0,0,0.979072042671709,-0.4385734402904792,0,-0.7505560026592288,0,0.0,-0.6789293319088264,0,0.0,0,0,0.37,0.0,0.0,0.4467777777777778,0.4467777777777778,0.0,0.11,0.0,0.0,0.0,0,77625.22374776252,1.288241053089396e-05,0,-0.0,0,1,0
19120,33,F,1.0,85,47436,0,1,Own,20146,3/17/2015,Tuesday,Local,4,0.0,22,Broker,1,0.0,1,Large,15000.0,silver,18557.95368,0,0,0.011627906976744186,0,0.3162155325069567,0,0,1,1,0,1,0,0.8082787709553769,-0.5381557782667981,0,-0.7451388272728282,0,0.0,-0.6789293319088264,0,0.0,0,0,0.15,1.6094379124341003,0.24141568686511503,0.4467777777777778,0.4467777777777778,0.0,0.22,0.0,0.0,0.0,0,47435.525644743546,2.10812463063746e-05,0,-1.1992546786395744,0,1,1
29146,62,M,1.0,70,113496,0,0,Rent,80042,9/20/2016,Tuesday,Local,0,0.0,64,Phone,0,0.0,1,Large,15000.0,red,19559.98077,0,0,0.014084507042253521,0,0.13216324804398394,0,0,0,1,0,1,0,0.7668719191860066,-0.5608627502613822,0,-0.7451388272728282,0,0.0,-0.6789293319088264,0,0.0,0,0,0.3,0.0,0.0,0.4467777777777778,0.4467777777777778,0.0,0.64,0.0,0.0,0.0,0,113494.86505134948,8.81097131098796e-06,0,-0.0,0,1,0
19788,51,F,1.0,77,32509,0,0,Own,15003,3/27/2015,Friday,Parking Lot,0,0.0,7,Broker,0,600.72,1,Medium,15000.0,gray,52444.93271,0,0,0.01282051282051282,0,0.46141068627149406,0,0,0,1,0,0,0,0.28601428626258324,-0.8191739293262356,0,-0.7505560026592288,0,300.35849820750894,-0.4724522357548475,0,0.040047999973301336,0,0,0.23,0.0,0.0,0.4467777777777778,0.4467777777777778,6.399792220829623,0.07,0.4479854554580736,0.0,0.0,0,54.026788971169495,0.01850933275787139,0,-0.0,0,1,0
19900,45,F,0.0,67,77900,1,0,Own,15015,5/29/2016,Sunday,Parking Lot,0,0.0,85,Broker,0,3227.54,5,Compact,23168.46607788084,blue,11045.39164,0,0,0.014705882352941176,0,0.29741291499205186,0,0,0,1,0,0,0,2.097568543699475,0.15291308078392266,0,-0.3720957806770101,0,537.9224367959387,0.4312437972965658,0,0.13930745297325875,0,0,0.33,0.0,0.0,0.5432222222222223,0.5432222222222223,8.079785301644408,0.85,6.8678175063977465,0.0,0.0,0,24.128553389059594,0.04144465560902069,0,-0.0,0,1,0
12191,57,M,1.0,64,106171,1,1,Rent,85033,3/13/2015,Friday,Parking Lot,3,0.0,87,Broker,1,1421.43,1,Medium,39649.37597795945,black,30223.16158,0,0,0.015384615384615385,0,0.3734482672100616,0,0,1,1,0,0,0,1.3118871055197057,-0.2558042922548024,0,0.4370139308556559,0,710.7114464427679,-0.19036104920448776,0,0.03584999674223508,0,0,0.36,1.3862943611198906,0.4990659700031606,0.7232777777777778,0.7232777777777778,7.2601219556508365,0.87,6.316306101416227,2.2799548568120938,1.1878296591342945,0,74.64057932804722,0.013397536233335129,0,0.6058299480760335,0,1,0
22681,51,M,0.0,81,107162,1,1,Rent,15051,8/6/2015,Thursday,Local,0,0.0,33,Broker,1,0.0,1,Medium,18330.032172941977,gray,18387.61375,0,0,0.012195121951219513,0,0.17104973939402005,0,0,0,1,0,1,0,0.9968684578755247,-0.4288003380244435,0,-0.5901200512680362,0,0.0,-0.6789293319088264,0,0.0,0,0,0.19,0.0,0.0,0.4871666666666667,0.4871666666666667,0.0,0.33,0.0,0.0,0.0,0,107160.92839071609,9.331759391451088e-06,0,-0.0,0,1,0
2909,36,M,1.0,95,89605,1,0,Own,85075,11/22/2016,Tuesday,Local,0,0.0,4,Online,0,0.0,3,Compact,31432.564802404297,black,16766.37393,0,0,0.010416666666666666,0,0.3507902996752893,0,0,0,1,0,0,0,1.8747383849894197,0.03168679750306195,0,0.018663014149281256,0,0.0,-0.71740070275363,0,0.0,0,0,0.05,0.0,0.0,0.6386111111111111,0.6386111111111111,0.0,0.04,0.0,0.0,0.0,0,89604.1039589604,1.116020311242003e-05,0,0.0,0,1,0
23101,34,F,0.0,85,33299,1,0,Rent,80103,7/13/2016,Wednesday,Parking Lot,10,0.0,93,Phone,1,0.0,5,Medium,15000.0,silver,22435.75931,0,0,0.011627906976744186,0,0.45046397789723414,0,1,3,1,1,0,0,0.6685755443377612,-0.6090860967277723,0,-0.7505560026592288,0,0.0,-0.6628368358231269,0,0.0,0,0,0.15,2.3978952727983707,0.35968429091975557,0.4467777777777778,0.4467777777777778,0.0,0.93,0.0,0.0,0.0,0,33298.66701332986,3.003123216011546e-05,0,-1.7997546907470061,0,1,0
