age_of_driver,safty_rating,annual_income,past_num_of_claims,liab_prct,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,log_claim_est_payout,log_annual_income,payout_income_ratio,witness_present_ind,policy_report_filed_ind,address_change_ind,high_education_ind,gender,marital_status,living_status,accident_site,channel,vehicle_category,vehicle_color,claim_day_of_week,fraud
36,67,124301,11,2,6723.32,3,118643.373655218,20101.21991,8.813486084115913,11.730469367473944,0.05408859069041528,0.0,0,1,1,M,1.0,Own,Highway,Broker,Compact,red,Monday,0
50,99,48897,0,50,0.0,6,18290.69596584521,56943.13835,0.0,10.797491774831043,0.0,1.0,0,1,1,M,1.0,Rent,Local,Phone,Medium,black,Tuesday,0
49,91,103422,0,12,0.0,2,28294.152134230422,40966.90137,0.0,11.546582653458325,0.0,0.0,1,1,0,M,1.0,Own,Local,Broker,Compact,silver,Wednesday,0
39,51,71880,0,51,470.52,3,15000.0,26160.00396,6.155961518989384,11.182767252876404,0.006545818783823263,0.0,0,0,0,F,0.0,Rent,Local,Phone,Medium,gray,Tuesday,0
28,78,54614,0,4,298.68,4,94105.5258354737,32778.84341,5.702715238695778,10.908063849277644,0.00546882724526229,0.0,1,0,1,M,1.0,Rent,Parking Lot,Online,Large,red,Friday,0
42,86,115089,0,48,0.0,1,51687.58285688677,14675.64435,0.0,11.653469709962536,0.0,0.0,1,0,1,F,0.0,Own,Parking Lot,Broker,Medium,black,Thursday,0
45,61,44733,0,18,3737.62,1,15000.0,41480.71358,8.226471838360029,10.708489117870215,0.08355210801627397,0.0,1,1,1,F,0.0,Own,Parking Lot,Phone,Medium,gray,Monday,1
54,84,65620,0,50,0.0,2,15000.0,33205.0978,0.0,11.0916510456553,0.0,0.0,0,1,1,M,0.0,Rent,Highway,Online,Compact,silver,Saturday,0
33,76,40800,0,5,0.0,1,15000.0,26266.10211,0.0,10.616461869895815,0.0,0.0,0,1,1,M,1.0,Rent,Local,Broker,Large,blue,Wednesday,0
31,57,44520,0,12,0.0,2,25196.54280521942,5990.609894,0.0,10.703716266952133,0.0,0.0,0,1,1,F,1.0,Own,Parking Lot,Broker,Compact,blue,Saturday,0
34,57,103441,0,55,0.0,2,27998.895990362693,10573.73861,0.0,11.546766348138947,0.0,1.0,1,0,1,M,1.0,Own,Local,Broker,Compact,other,Saturday,0
59,70,47077,0,99,2015.9,9,15000.0,44235.11748,7.609316958143101,10.759561079588272,0.042820425676536815,0.0,1,1,0,F,1.0,Rent,Highway,Broker,Large,gray,Wednesday,0
53,89,30198,12,87,0.0,1,45995.53194494838,24741.63593,0.0,10.315564090231947,0.0,0.0,0,1,1,M,1.0,Own,Local,Broker,Large,blue,Sunday,0
56,79,116535,11,3,10004.25,15,26661.065169249072,13461.2378,9.210865234211898,11.665955517128785,0.08584686277201894,0.0,0,0,1,M,1.0,Own,Parking Lot,Broker,Large,red,Sunday,0
31,49,104442,7,8,9112.88,4,44815.34078195802,27801.74954,9.117553805180203,11.556396747027101,0.08725218540256408,0.0,0,1,1,M,0.0,Own,Local,Phone,Large,white,Friday,0
41,74,48361,0,0,0.0,11,33113.00981252083,11697.4505,0.0,10.786469660366542,0.0,0.0,0,0,0,F,1.0,Rent,Highway,Broker,Large,gray,Friday,1
56,78,64582,4,77,0.0,1,43021.28133021831,59800.43779,0.0,11.075706497243841,0.0,0.0,1,0,0,M,1.0,Rent,Parking Lot,Broker,Compact,silver,Tuesday,0
40,85,69852,0,0,475.83,1,15000.0,24726.68183,6.167160033234881,11.154148312939625,0.006811876368946215,0.0,1,1,1,M,1.0,Own,Local,Phone,Compact,blue,Friday,0
31,85,58554,0,31,0.0,7,15000.0,7092.162895999999,0.0,10.977721762476238,0.0,0.0,1,1,1,M,1.0,Own,Local,Broker,Large,other,Saturday,0
56,67,110296,0,83,0.0,20,15000.0,24150.03383,0.0,11.610932006322296,0.0,0.0,1,0,0,M,1.0,Rent,Local,Broker,Compact,black,Sunday,1
52,64,48043,0,100,0.0,10,22043.50658310765,20399.48034,0.0,10.77987253667438,0.0,0.0,0,1,1,M,0.0,Rent,Parking Lot,Broker,Large,silver,Wednesday,0
60,80,59277,0,51,0.0,1,31907.07069005142,24011.31836,0.0,10.98999352120919,0.0,0.0,0,1,0,M,1.0,Own,Parking Lot,Broker,Compact,other,Wednesday,0
54,84,107518,7,50,0.0,1,53007.5979380643,23407.55501,0.0,11.585422855118487,0.0,1.0,1,0,0,M,1.0,Rent,Local,Broker,Large,black,Monday,0
53,83,86453,0,87,0.0,3,15000.0,17072.7705,0.0,11.36736775956099,0.0,0.0,0,1,0,F,1.0,Own,Highway,Broker,Compact,blue,Thursday,0
60,51,56618,10,89,1868.05,1,15000.0,19613.95915,7.53318555937167,10.944099896906248,0.03299334145781451,1.0,1,0,0,F,1.0,Rent,Local,Broker,Large,other,Tuesday,0
50,77,69751,24,89,0.0,8,23554.254617563984,22178.28166,0.0,11.15270137310765,0.0,0.0,1,1,1,M,0.0,Rent,Highway,Phone,Medium,other,Monday,1
50,73,110690,5,18,6275.0,1,63911.07059034975,21576.51683,8.744488113852924,11.61449781457863,0.05668934240362812,0.0,0,0,1,M,1.0,Own,Parking Lot,Broker,Medium,gray,Wednesday,0
56,83,94954,0,100,7603.25,2,40722.70552777492,18107.78805,8.936462580500798,11.461158374148345,0.08007213943446896,0.0,0,1,1,F,1.0,Own,Local,Phone,Compact,gray,Saturday,0
33,44,86373,0,49,7671.88,2,15000.0,10386.44164,8.945447312800843,11.366441983578929,0.08882163614050524,0.0,1,0,1,F,1.0,Own,Parking Lot,Phone,Compact,red,Sunday,0
20,92,45507,0,97,2308.36,1,15000.0,40827.48105,7.744725708851602,10.725643413659608,0.050724268260525625,0.0,0,1,1,F,0.0,Own,Parking Lot,Online,Large,black,Saturday,0
51,86,102910,0,30,4824.73,9,15000.0,35391.94851,8.481717297665888,11.541619816011572,0.04688254899864931,0.0,0,0,0,F,0.0,Own,Local,Online,Compact,gray,Saturday,1
73,69,104799,6,99,1442.0,1,15000.0,12244.43705,7.274479558773871,11.55980905086908,0.013759541984732825,1.0,0,0,1,F,1.0,Rent,Local,Broker,Medium,white,Tuesday,0
45,87,121484,0,50,7041.86,1,15000.0,14724.51408,8.8597696166549,11.7075460773512,0.05796485162777297,0.0,1,0,0,M,1.0,Rent,Parking Lot,Phone,Medium,silver,Monday,0
47,84,114935,0,1,4885.28,1,37775.13395796421,26552.41973,8.494186556765984,11.652130730690555,0.042504350247094036,1.0,1,0,0,F,1.0,Own,Highway,Broker,Large,red,Thursday,0
49,75,55431,0,94,3360.93,2,27585.321448142386,10655.73457,8.120270492811885,10.922912323307218,0.06063158464424881,0.0,1,1,1,F,1.0,Rent,Parking Lot,Broker,Compact,other,Thursday,0
39,79,121218,0,82,0.0,1,57691.87151404279,17925.06434,0.0,11.705354106007464,0.0,0.0,1,0,1,M,0.0,Rent,Parking Lot,Phone,Compact,white,Thursday,0
28,64,48230,0,46,0.0,3,15000.0,7754.291626,0.0,10.783757246831069,0.0,0.0,1,0,0,M,0.0,Own,Local,Online,Large,red,Saturday,0
36,65,83962,1,49,0.0,1,22205.72230432181,17176.78514,0.0,11.338131504596841,0.0,0.0,1,1,0,M,1.0,Own,Local,Broker,Compact,gray,Sunday,0
44,80,75740,7,96,1089.88,1,15000.0,23463.77961,6.994739988949538,11.235074904431738,0.01438956443669875,1.0,1,1,1,F,1.0,Own,Local,Phone,Compact,black,Sunday,0
52,91,33717,14,50,7683.39,1,15000.0,13822.140269999998,8.946946277415666,10.425787098375746,0.22787205646835518,0.0,0,1,1,M,1.0,Own,Highway,Phone,Medium,red,Saturday,0
35,71,122799,0,86,0.0,1,19908.208185927168,9124.473835,0.0,11.71831229469518,0.0,0.0,1,1,1,M,1.0,Rent,Local,Broker,Large,red,Wednesday,0
33,77,51358,5,2,0.0,4,130000.0,14498.86781,0.0,10.846595467769308,0.0,0.0,0,1,1,F,1.0,Own,Local,Phone,Large,other,Friday,0
54,81,62826,0,50,5377.86,1,77281.58671495362,21245.25936,8.590231734791939,11.04814019636589,0.08559791172585035,0.0,1,1,0,M,1.0,Rent,Parking Lot,Broker,Medium,gray,Friday,0
61,79,89464,0,54,849.61,2,49092.578022811664,23145.48155,6.745953739157669,11.401602766325961,0.0094965629016934,1.0,1,1,1,F,0.0,Own,Highway,Broker,Medium,gray,Tuesday,0
46,84,73059,0,16,12848.29,5,36291.26596344268,15258.95169,9.461043835878579,11.199036300349274,0.17585943060498221,1.0,0,1,1,M,0.0,Own,Local,Broker,Large,gray,Friday,0
28,86,79464,9,30,1528.58,2,55445.37521433163,10077.94282,7.332748466897846,11.28307195213092,0.01923589001447178,1.0,0,1,1,F,0.0,Rent,Parking Lot,Online,Medium,gray,Tuesday,0
21,82,121427,5,42,0.0,1,61247.29278402097,20793.54394,0.0,11.70707677351776,0.0,0.0,1,0,0,M,1.0,Rent,Highway,Phone,Large,gray,Thursday,0
48,84,122297,0,85,0.0,11,15000.0,4715.314565,0.0,11.714215968311786,0.0,1.0,1,1,1,M,1.0,Own,Parking Lot,Phone,Large,gray,Sunday,0
52,74,124404,0,52,0.0,1,15000.0,18994.31672,0.0,11.731297651405548,0.0,0.0,0,1,0,F,1.0,Own,Local,Broker,Compact,white,Sunday,0
39,11,67241,0,15,1919.0,1,15000.0,69082.05821,7.560080465021827,11.116053331280083,0.02853871092471967,1.0,1,1,1,M,1.0,Rent,Local,Phone,Large,other,Saturday,0
39,68,108324,3,45,5370.05,1,16646.20723120873,22041.15072,8.588778699115526,11.59289124660811,0.0495735056542811,0.0,0,0,0,F,1.0,Own,Parking Lot,Online,Medium,white,Tuesday,0
26,82,118953,0,51,0.0,1,15000.0,8135.303272,0.0,11.68649214274032,0.0,0.0,0,1,1,M,0.0,Rent,Parking Lot,Online,Compact,black,Sunday,0
34,75,85711,0,26,1349.16,1,31152.55433745546,29153.46469,7.207978382928229,11.358748118120742,0.015740619749859998,0.0,0,1,1,F,0.0,Own,Parking Lot,Phone,Medium,red,Thursday,0
49,88,120539,13,78,0.0,1,15000.0,12938.25391,0.0,11.699736927037035,0.0,1.0,1,1,1,M,1.0,Rent,Highway,Phone,Large,black,Monday,0
28,56,109047,0,3,7871.49,2,15690.634732884122,23754.16616,8.97112968272985,11.599543431250678,0.0721837172621231,0.0,1,1,1,F,0.0,Rent,Local,Online,Large,white,Monday,0
64,97,111728,18,38,0.0,4,49171.03800678704,17663.06736,0.0,11.623831575353654,0.0,0.0,1,0,0,M,0.0,Own,Local,Broker,Compact,black,Saturday,0
43,84,80399,11,50,4761.1,1,15000.0,66054.52095,8.468444026406328,11.294769455167058,0.059217661691542293,0.0,0,0,1,F,1.0,Own,Highway,Broker,Compact,white,Saturday,1
55,62,83614,0,40,0.0,17,15000.0,18234.97796,0.0,11.333978208815223,0.0,0.0,1,1,1,F,1.0,Rent,Parking Lot,Phone,Compact,black,Saturday,0
30,84,62455,0,48,0.0,1,33085.07394874934,8181.318641,0.0,11.042217587800128,0.0,1.0,1,1,0,M,1.0,Own,Local,Broker,Compact,gray,Wednesday,0
39,85,108890,0,99,4729.16,2,15863.731241631907,23254.03769,8.461714307552349,11.598102660877696,0.043430219210035724,0.0,1,1,0,M,1.0,Rent,Highway,Broker,Medium,white,Thursday,0
48,70,43852,9,3,413.09,1,15000.0,6263.349107999999,6.026083341503597,10.688598410511437,0.009419880053816158,0.0,1,0,1,M,1.0,Rent,Parking Lot,Broker,Compact,gray,Wednesday,0
31,84,52675,10,20,3396.89,1,37804.06440411565,24640.14899,8.130909929724373,10.871915222830111,0.06448648340800364,0.0,0,0,1,F,1.0,Rent,Parking Lot,Broker,Compact,white,Thursday,0
45,78,36322,0,5,0.0,1,45322.28674906742,8733.471961,0.0,10.500206428423052,0.0,0.0,1,1,1,M,0.0,Own,Parking Lot,Broker,Medium,white,Saturday,0
28,70,74278,0,88,0.0,7,52857.33323764952,11144.38863,0.0,11.215583552801977,0.0,0.0,1,0,1,F,1.0,Rent,Highway,Online,Medium,silver,Thursday,0
36,31,124476,1,6,6935.64,1,15000.0,61334.96892000001,8.844572786406559,11.731876238864734,0.055718245137655956,1.0,1,1,1,M,1.0,Rent,Local,Phone,Compact,blue,Wednesday,1
52,59,71715,0,6,3865.43,1,15000.0,27444.87188,8.260086879656576,11.180469153715318,0.05389912990127726,0.0,1,0,1,M,1.0,Own,Local,Broker,Medium,silver,Wednesday,0
47,54,39053,8,98,0.0,1,21618.920164785588,18136.84229,0.0,10.572700582800442,0.0,1.0,0,1,1,F,1.0,Own,Local,Broker,Medium,silver,Wednesday,1
48,74,100294,0,50,5762.4,1,15000.0,21322.16451,8.659282857322314,11.515871122258797,0.057454509197866294,1.0,1,1,0,M,0.0,Rent,Highway,Broker,Compact,white,Saturday,0
49,73,110368,0,81,5262.79,6,15000.0,10524.19905,8.56860657859236,11.611584576292795,0.04768358868885285,0.0,1,1,1,F,1.0,Own,Highway,Phone,Compact,white,Tuesday,0
62,77,117480,12,98,0.0,8,15000.0,20471.3863,0.0,11.674031897363493,0.0,0.0,0,1,0,M,0.0,Rent,Local,Phone,Large,black,Monday,0
56,66,80723,10,4,0.0,4,15000.0,19558.78065,0.0,11.298791207813606,0.0,0.0,1,0,1,F,1.0,Rent,Parking Lot,Phone,Medium,white,Friday,0
48,60,98085,0,10,701.51,1,22870.914343529657,12879.79092,6.554659635982031,11.493599923850338,0.007151989070815407,0.0,0,0,0,M,1.0,Own,Local,Online,Medium,white,Monday,0
37,82,78699,6,100,3701.37,1,15000.0,18778.08911,8.216728434114325,11.273398434405495,0.04703138500635324,0.0,0,0,1,F,1.0,Own,Local,Phone,Medium,other,Sunday,0
37,68,68091,14,66,4542.83,2,49100.45644118324,7766.937734,8.421525547729312,11.12861501093446,0.06671606062386183,0.0,1,1,0,M,1.0,Own,Local,Broker,Compact,silver,Tuesday,0
34,75,63099,0,37,0.0,5,15000.0,32202.02667,0.0,11.052476048529304,0.0,1.0,1,1,0,F,1.0,Own,Local,Phone,Medium,gray,Sunday,0
31,84,70574,1,22,0.0,1,67302.60228846205,18177.00492,0.0,11.16443125312169,0.0,0.0,0,1,1,M,1.0,Rent,Parking Lot,Phone,Medium,red,Thursday,0
46,80,117652,0,98,1935.77,1,30972.38901340394,20023.47343,7.5687769160367235,11.675494893192921,0.016453214112687308,0.0,1,0,1,F,1.0,Own,Local,Broker,Large,white,Sunday,0
30,82,69784,0,3,138.77,1,43083.90351826692,13033.81271,4.939998214496815,11.153174365942744,0.00198853621838504,0.0,1,1,1,M,0.0,Rent,Highway,Phone,Compact,white,Monday,1
44,74,31594,4,0,5252.2,1,46473.359981467205,13937.63355,8.566592693711005,10.360754159207556,0.1662351637917392,0.0,1,0,1,F,1.0,Rent,Local,Broker,Compact,black,Thursday,0
47,65,88604,0,15,6063.1,1,35353.73192578548,20368.92868,8.710141417951409,11.391943568409445,0.0684284182608205,0.0,1,0,0,F,1.0,Own,Local,Online,Medium,white,Saturday,0
39,70,40729,0,96,0.0,1,25825.017199742648,13228.70885,0.0,10.614720200642457,0.0,0.0,1,1,1,M,1.0,Own,Local,Phone,Large,black,Wednesday,0
32,67,123365,7,21,15151.64,1,15000.0,31697.75205,9.625930053182197,11.722910825746656,0.12281860480197136,1.0,1,1,1,F,1.0,Rent,Local,Broker,Compact,white,Tuesday,0
41,76,37230,0,9,2734.47,3,75159.3380045967,10459.77294,7.914058546527275,10.52489702656513,0.07344605302033251,0.0,0,0,1,F,1.0,Rent,Parking Lot,Broker,Large,red,Monday,0
48,88,46022,0,74,6115.6,4,15000.0,5829.468035,8.718761665572648,10.736896550512883,0.1328813853942594,0.0,1,1,0,F,1.0,Rent,Local,Phone,Large,gray,Thursday,0
32,41,121921,9,58,2154.76,1,54325.582031187885,26226.12155,7.675898608578488,11.7111367749854,0.017673266514656914,0.0,1,0,1,F,1.0,Rent,Local,Phone,Large,blue,Saturday,0
48,72,50621,0,0,0.0,1,15000.0,7633.117652,0.0,10.832141543393682,0.0,0.0,0,1,1,M,1.0,Rent,Local,Broker,Large,white,Saturday,1
48,82,115737,0,25,0.0,1,15000.0,11195.51979,0.0,11.659084294867935,0.0,,0,0,0,M,1.0,Own,Parking Lot,Broker,Compact,white,Sunday,0
24,80,102109,0,99,0.0,1,15000.0,22724.13405,0.0,11.533805942549584,0.0,0.0,1,1,1,M,0.0,Own,Parking Lot,Online,Large,gray,Saturday,0
36,98,46748,16,21,7357.42,10,15000.0,11990.39439,8.903600514764136,10.752548144113725,0.15738133436009327,0.0,1,0,1,F,1.0,Rent,Parking Lot,Broker,Large,gray,Saturday,0
53,46,57267,0,50,5561.29,8,15000.0,13537.144880000002,8.62376517295285,10.955497282480218,0.09710990430956205,0.0,0,0,1,M,1.0,Rent,Parking Lot,Phone,Medium,gray,Tuesday,0
50,84,120731,8,4,0.0,1,15000.0,34352.52509,0.0,11.701328492080052,0.0,0.0,0,0,0,F,1.0,Own,Local,Broker,Medium,other,Wednesday,0
56,83,95022,0,0,2353.25,1,15000.0,29968.74237,7.763977484390173,11.461874246543086,0.024765056880965662,0.0,1,1,1,M,1.0,Own,Parking Lot,Online,Compact,red,Wednesday,0
55,60,94370,3,1,0.0,1,15000.0,38096.10043,0.0,11.454989101547135,0.0,1.0,1,1,1,M,1.0,Own,Local,Phone,Compact,silver,Monday,0
29,81,105636,3,98,6087.69,3,15000.0,16995.85195,8.714188230832823,11.567763967673864,0.0576283877807965,0.0,0,0,1,F,0.0,Own,Highway,Online,Medium,blue,Tuesday,0
42,70,48312,0,64,5283.51,4,15000.0,10882.12578,8.572535178774228,10.78545595456471,0.10936000662347609,0.0,1,1,0,M,1.0,Rent,Parking Lot,Phone,Large,black,Thursday,0
51,71,34033,5,92,0.0,8,15000.0,36454.14354,0.0,10.435115303931381,0.0,0.0,1,1,1,F,0.0,Own,Highway,Phone,Large,black,Tuesday,0
52,54,45416,0,4,1094.44,1,31900.59332339681,17017.74375,6.998911388023978,10.72364176327999,0.024097584604883635,0.0,1,0,0,M,0.0,Rent,Local,Broker,Compact,red,Friday,1
39,57,56063,20,100,0.0,1,15000.0,24354.48237,0.0,10.934249174296063,0.0,0.0,0,0,1,F,1.0,Own,Local,Broker,Compact,gray,Saturday,0
53,60,70360,3,98,3475.9,4,23587.23162174477,4557.299303,8.153896371168619,11.161394411371303,0.04940094654709285,0.0,0,1,1,M,0.0,Rent,Highway,Broker,Compact,blue,Friday,0
46,74,55594,9,0,7914.88,5,15000.0,19659.29205,8.976626147436257,10.925848548137349,0.1423667596006835,0.0,0,0,1,M,0.0,Own,Local,Phone,Medium,other,Wednesday,0
44,72,74273,0,89,0.0,12,15000.0,27471.33879,0.0,11.215516236759866,0.0,0.0,0,1,1,M,1.0,Own,Parking Lot,Broker,Large,red,Thursday,0
56,86,78675,0,2,1075.51,1,30375.676875840767,29975.55702,6.98147960612495,11.273093432369784,0.013670115410036097,,0,0,1,M,1.0,Rent,Local,Phone,Large,red,Friday,0
29,22,94728,0,96,8578.13,1,15000.0,36214.76124,9.057087788739423,11.458775462495906,0.09055442367173726,0.0,1,0,1,M,0.0,Rent,Local,Online,Medium,other,Saturday,1
35,56,116414,0,98,0.0,10,61552.99600723979,20462.83962,0.0,11.664916671956348,0.0,1.0,1,1,1,M,0.0,Rent,Local,Broker,Medium,blue,Sunday,0
42,50,39375,0,49,1331.04,1,15000.0,14786.36213,7.194466880679472,10.580911772630838,0.03380333197887038,0.0,1,0,1,M,0.0,Rent,Local,Broker,Compact,gray,Wednesday,1
40,83,53684,9,26,0.0,1,15000.0,13207.31276,0.0,10.890888911868236,0.0,0.0,1,1,1,F,0.0,Rent,Highway,Phone,Medium,other,Friday,0
59,78,74127,0,64,2195.28,14,15835.171291373044,44409.82551,7.6945202990551405,11.21354860765643,0.029614720483488025,1.0,1,0,1,M,1.0,Rent,Parking Lot,Phone,Medium,black,Thursday,0
48,79,84036,21,0,0.0,1,20240.880216220707,19575.29179,0.0,11.339012457034768,0.0,0.0,1,1,1,F,0.0,Own,Highway,Broker,Compact,gray,Thursday,0
37,87,75827,0,0,1932.64,1,55316.06265976722,41049.73859,7.567159515977125,11.236222896561456,0.02548715514058132,0.0,1,0,1,M,1.0,Rent,Parking Lot,Broker,Medium,white,Monday,0
48,93,79676,0,74,5661.81,1,15311.09316838198,16977.58795,8.64167551442964,11.28573624094727,0.07105952784366881,1.0,1,0,1,M,1.0,Rent,Parking Lot,Phone,Compact,silver,Saturday,0
42,62,45601,0,87,5184.38,4,42164.4027654564,11522.78059,8.553598406309895,10.727706854189794,0.11368755756326478,0.0,0,1,1,M,1.0,Own,Local,Online,Compact,silver,Monday,0
35,81,74420,0,90,4931.27,1,29093.45067918235,6731.057098,8.503554607311356,11.217493439058385,0.0662618078230607,0.0,1,0,1,M,1.0,Own,Parking Lot,Broker,Compact,blue,Tuesday,0
34,84,105604,0,45,845.98,8,15000.0,8383.601551,6.741677081622384,11.567460997618243,0.00801079494342124,0.0,0,0,1,M,1.0,Own,Highway,Broker,Medium,blue,Wednesday,0
55,38,67107,0,66,0.0,9,15000.0,16131.06407,0.0,11.11405854089029,0.0,1.0,0,0,1,M,1.0,Rent,Local,Phone,Large,other,Sunday,0
37,78,106584,0,94,1063.36,1,15000.0,23837.680330000003,6.970128958540197,11.576698067867294,0.009976638363747244,0.0,1,0,0,M,0.0,Rent,Highway,Online,Compact,gray,Thursday,0
62,48,100709,0,30,0.0,2,35886.59182859189,7031.3080390000005,0.0,11.520000378642191,0.0,0.0,1,1,1,F,1.0,Rent,Highway,Broker,Medium,blue,Sunday,0
61,50,100263,9,11,1350.53,1,63176.86810297183,12440.8103,7.208992563028409,11.515561986291358,0.013469739886699115,0.0,0,1,1,M,1.0,Own,Local,Broker,Compact,other,Sunday,0
54,82,102419,13,49,0.0,11,40023.88515243351,15499.36911,0.0,11.536837285016542,0.0,0.0,1,0,1,M,1.0,Rent,Parking Lot,Broker,Compact,blue,Sunday,0
51,86,76327,0,62,0.0,4,15000.0,7201.301621,0.0,11.242795122431682,0.0,1.0,1,1,1,M,1.0,Rent,Parking Lot,Broker,Medium,white,Sunday,0
41,90,37343,12,100,5098.81,6,15000.0,12080.97807,8.536958563116475,10.527927535086283,0.13653625749785778,0.0,1,0,0,M,1.0,Own,Parking Lot,Phone,Medium,blue,Thursday,0
31,62,73117,0,34,1354.45,12,35695.14462708634,32690.50663,7.211888781500733,11.199829853456357,0.018524166415930413,0.0,1,1,0,F,1.0,Own,Local,Phone,Compact,blue,Thursday,0
41,39,47942,0,7,2370.35,1,39390.64734228646,20002.21971,7.7712146922103065,10.777768084253218,0.049441002857560014,0.0,1,1,1,M,1.0,Own,Highway,Broker,Large,black,Sunday,1
49,61,71111,12,42,0.0,1,15000.0,20764.6846,0.0,11.17201137792151,0.0,1.0,0,0,1,F,0.0,Own,Parking Lot,Broker,Compact,gray,Wednesday,0
38,94,121659,8,94,0.0,1,20865.66919769687,30935.96023,0.0,11.708985547874697,0.0,1.0,1,0,1,F,1.0,Rent,Local,Phone,Medium,gray,Tuesday,0
32,62,68370,14,1,0.0,1,15000.0,10725.54446,0.0,11.13270403709896,0.0,0.0,0,0,0,F,0.0,Own,Local,Broker,Compact,silver,Monday,1
29,91,57713,10,71,5093.33,1,15000.0,23012.25931,8.535883435537718,10.963255057380671,0.08825120421388225,0.0,0,0,1,F,0.0,Rent,Local,Online,Large,white,Saturday,0
33,69,49066,0,24,5987.74,1,28340.74508551176,17430.52824,8.6976363183984,10.800941990063988,0.122031915544052,0.0,1,1,1,F,1.0,Own,Local,Broker,Compact,red,Tuesday,0
30,33,45171,0,15,6237.0,1,40832.26123274445,25487.32716,8.738414897167749,10.718232704843562,0.1380722571504472,0.0,0,0,1,M,1.0,Own,Local,Broker,Compact,blue,Saturday,0
43,71,61876,0,6,6362.4,1,15000.0,15667.56698,8.75831810468617,11.03290382258093,0.10282334308385992,0.0,1,1,1,F,1.0,Rent,Parking Lot,Broker,Large,red,Saturday,0
48,74,54803,19,50,3057.03,1,15000.0,22950.4312,8.025526196774438,10.911518462973,0.05578114736150646,0.0,1,0,1,F,1.0,Rent,Local,Broker,Medium,red,Sunday,1
46,36,111090,8,30,461.48,1,60714.22649317689,23135.07557,6.136603312774221,11.618104964245578,0.004154071887011549,0.0,1,0,0,F,1.0,Own,Parking Lot,Broker,Medium,white,Tuesday,0
54,67,30710,1,82,0.0,1,59863.75451270252,17388.80061,0.0,10.33237617558788,0.0,0.0,0,1,1,M,1.0,Rent,Parking Lot,Online,Compact,red,Tuesday,0
47,85,58239,0,95,0.0,1,15000.0,24021.61606,0.0,10.972327682870567,0.0,0.0,0,1,0,M,1.0,Own,Local,Phone,Large,other,Saturday,1
36,93,80777,3,60,2668.88,1,35892.31912340395,31056.24661,7.8897888065640664,11.29945993020729,0.033039689024239274,0.0,1,1,1,F,0.0,Rent,Local,Broker,Large,silver,Sunday,1
44,61,34147,0,9,0.0,7,15000.0,23867.67202,0.0,10.438459298130198,0.0,1.0,1,1,1,F,0.0,Rent,Parking Lot,Phone,Large,blue,Tuesday,0
51,83,30594,0,14,0.0,1,23444.56503782662,37013.175,0.0,10.328591875896642,0.0,0.0,1,1,1,F,1.0,Own,Local,Broker,Medium,white,Friday,0
42,85,123333,0,96,4321.6,6,22989.806205724744,20630.38594,8.371612352049818,11.722651401343093,0.035039810595618406,0.0,0,0,1,F,1.0,Own,Parking Lot,Broker,Large,red,Thursday,0
30,70,121336,0,50,3408.29,1,92358.93590505404,10111.04165,8.134259337454917,11.706327077274379,0.028089453340695746,0.0,0,1,1,F,1.0,Rent,Local,Phone,Medium,red,Sunday,0
25,68,75919,0,60,0.0,3,15000.0,29146.92659,0.0,11.23743543328381,0.0,1.0,1,0,1,M,0.0,Rent,Local,Phone,Large,silver,Monday,0
63,62,71672,0,71,0.0,1,47270.06833146345,21000.40523,0.0,11.17986938663013,0.0,0.0,0,1,0,M,0.0,Own,Highway,Phone,Large,black,Thursday,0
48,58,93125,0,90,0.0,1,64151.4703308908,29153.5288,0.0,11.441708693879239,0.0,0.0,1,1,0,M,1.0,Own,Local,Broker,Large,blue,Tuesday,0
37,79,60429,0,4,4495.36,1,15000.0,9746.65433,8.41102345954238,11.009240949355604,0.07438954161840144,0.0,1,1,1,M,1.0,Own,Parking Lot,Phone,Medium,red,Thursday,0
49,93,108659,1,96,0.0,1,15000.0,14464.48325,0.0,11.595979020105514,0.0,0.0,0,0,0,M,1.0,Own,Local,Phone,Medium,blue,Thursday,0
37,85,64063,0,89,0.0,5,15000.0,7962.081656,0.0,11.067637862674893,0.0,0.0,1,1,1,F,0.0,Own,Highway,Broker,Compact,silver,Thursday,1
38,86,86419,10,50,0.0,1,32672.43474747465,6609.395598,0.0,11.366974409485923,0.0,0.0,1,1,0,M,1.0,Rent,Local,Broker,Large,blue,Monday,1
31,67,33276,0,85,2231.27,1,72071.38620337259,28210.52647,7.71077428392713,10.41262174664114,0.0670514168945518,0.0,0,0,1,F,1.0,Own,Parking Lot,Broker,Large,gray,Monday,0
46,57,123408,1,0,5488.3,1,15000.0,11609.15148,8.610556021820445,11.723259321343335,0.04447244528356927,1.0,1,0,1,F,1.0,Own,Local,Broker,Large,other,Sunday,0
31,73,42252,6,59,5720.25,1,15000.0,15251.75776,8.651942591967853,10.65143063618168,0.1353809196980096,0.0,0,1,0,M,0.0,Rent,Local,Broker,Large,red,Saturday,0
27,82,72669,0,58,7335.83,1,30195.24538302706,25708.77572,8.900662148212495,11.193683923610681,0.10094715838722994,0.0,1,0,1,F,1.0,Rent,Highway,Online,Large,white,Tuesday,0
43,85,108829,2,16,0.0,1,40493.38760369943,30904.66292,0.0,11.597542310690107,0.0,1.0,1,1,1,M,1.0,Rent,Highway,Broker,Compact,gray,Wednesday,0
